Unnamed: 0,created_at,default_profile,description,favourites_count,followers_count,friends_count,id,location,screen_name,statuses_count,verified,account_age_days,account_type
305,2009-02-02 19:34:23,False,"The Official Twitter of Fashion Designer Vivienne Tam. http://t.co/sGeZQAEOOA
https://t.co/SvDMbjQsZe",741,13286,364,19924969,NYC,VivienneTam,3670,False,4215,human
306,2014-01-20 12:57:25,True,Humble girl. Cosplay master / Unicorn. Waiting you at https://t.co/t67GXWK0jP,245,10,0,2301364213,unknown,semsemich1,37,False,2402,bot
307,2012-06-04 06:40:07,True,"Journalist, Writer, Official Presidential Spokesperson, Nigeria, 2011-2015, Senior Research Associate, National Open University of Nigeria, TV Anchor, Arise TV",181,640139,1395,599001082,Nigeria ,abati1990,43052,True,2998,human
308,2010-05-24 14:41:20,False,"Periódico digital venezolano fundado por Teodoro Petkoff. Noticias, reportajes, análisis y opinión. 20 años hablando Claro y Raspao.",1292,1480816,21186,147589125,"Caracas, Venezuela",DiarioTalCual,1195696,False,3739,human
309,2016-11-09 07:27:10,True,I dabble in the art of talking with my butt.,2241,11,0,796252778066743296,"Fontana, ca",PunchDrunkRina,3089,False,1379,bot
310,2016-09-21 11:15:43,True,simplenteyo..  beauiful and appy,326,0,0,778553286022533120,unknown,BurgerDarceytai,661,False,1427,human
311,2013-11-15 19:29:42,True,"Surgeon, activist, mom, partner, friend. Trying to learn a little every day. CEO and President, American Board of Surgery",6512,2173,322,2196506641,Philadelphia,BuyskeJ,2336,False,2468,human
312,2012-10-16 07:44:52,True,,26,1,0,883951634,unknown,sopitchayajangj,26,False,2864,bot
313,2014-06-12 17:19:37,False,Cringe Incarnate,4625,135,0,2563770386,unknown,TheKingCowShow,4765,False,2259,human
314,2010-06-30 23:54:34,False,"The official @atamerica Twitter. Follow us to learn more about our programs, American culture and the United States.",2230,101191,570,161482772,"Pacific Place Mall, Jakarta",atamerica,62859,True,3702,human
315,2013-07-18 03:33:34,True,desert dweller,18317,729,663,1602488347,"Albuquerque, NM",pagenotpaiige,4007,False,2589,human
316,2010-08-14 08:04:12,False,,329,6,0,178260000,california,kat8815,437,False,3658,bot
317,2012-06-21 15:10:38,True,Happy family man and a rugby ref (only time I get called sir!!). Views my own.,511,454,57,614467617,unknown,bruciebreferee,5771,False,2980,human
318,2011-09-12 22:17:48,False,hello stalker,2345,298,0,372508707,unknown,gomzporn,10093,False,3263,bot
319,2015-06-04 21:12:23,False,Creator of @thebambox and @scorethedrop and @kiingplusqueen. Enneagram 7. Love conquers fear. Crazy about nostalgia. Spread geek.,337,189,151,3236431915,"Austin, TX",BigMacFlashy,323,False,1902,human
320,2010-02-11 05:02:45,False,Music Producer + Grad Student + Idiot ☼ 1/2 of Tether Sound https://t.co/JikeMpWArC (She/Her) ♡:@itylerstevens,20321,3198,1375,113248312,Tennessee,tethersound_,5757,False,3842,human
321,2012-08-17 02:50:52,False,ΦΛΝ🔥🙏,2001,63,89,762841146,unknown,Bigo5_9,1909,False,2924,human
322,2011-06-12 05:24:24,False,✨the wound is the place where the light enters you. -rumi✨// Mental Health Advocate 🧠// West Michigan✋🌷// Førest Fåm⚡🌲// Human Being 👁//,7944,130,124,315623483,"Zeeland, MI",LettuceGoddess,5603,False,3356,human
323,2014-07-30 01:52:27,True,,2156,64,404,2728659003,unknown,paulallen1998,2918,False,2212,bot
324,2009-02-12 20:01:31,False,Senior writer at S&P Global Platts covering US power markets. Gardener. My own views.,3924,2530,1028,20711495,NYC,JAndersonEnergy,13144,True,4205,human
325,2009-10-07 03:23:09,False,dieu merci. #avecClasse Snap: sergeibaka IG: sergeibaka,479,921902,192,80480330,Toronto. NY. Barcelona,sergeibaka,7346,True,3969,human
326,2013-09-20 02:03:47,False,🧘🏽‍♂️🌞,15878,722,438,1885079629,unknown,EarlReef,12724,False,2525,human
327,2009-12-24 12:16:56,False,Menajerlik: Sen Ajans infosenajans@gmail.com,620,1570295,243,99092563,unknown,gulsen,5320,True,3890,human
328,2007-05-14 12:23:57,False,"Ich bin nur ein Platzhalter-Profil. 
Richtiges Profil: @phwampfler",2100,15,0,6031442,unknown,kohlenklau,2940,False,4845,bot
329,2013-08-29 21:03:31,False,"Private debt reporter @business. Rooting for everybody Black. 🇩🇴🇺🇸Likes = bacon, bocce, Beyonce. GIFs are my love language. Email: kbutler55@bloomberg.net.",6552,3107,935,1711016023,"NYC/Edgewater, NJ",itskelseybutler,8459,True,2546,human
330,2013-10-20 18:35:01,True,OLLU softball,28265,1669,686,1976043619,"San Antonio, TX",maddieenunn,36905,False,2494,human
331,2011-11-14 15:45:00,True,,7,3,0,412354660,unknown,DenitsaNikova,10,False,3200,bot
332,2009-05-07 22:45:31,False,MY NIGGAS OUTTA LINE AND WE ROLL LIKE THE ROLLTIDE #iValueMyLife,451,961,830,38537315,unknown,Teddypinderass,266142,False,4121,bot
333,2010-11-17 00:05:55,False,Former RB for UGA now with the Atlanta Falcons.#RipHiGgz love you bro | ROC BOY!! | @officialmadefdn,1217,731943,1543,216533096,Bmore-Tarboro-Athens-LA-ATL,TG3II,39314,True,3563,human
334,2017-04-04 14:23:54,True,One picture worths 1k words. Day trading investing.,17,1,0,849266279848562689,Cincinnati,HNoVJngL8In55El,142,False,1232,bot
335,2010-01-08 16:27:09,True,"AWARD WINNING AUTHOR , ADHD , Supernatural Hero 👉🏿👻💀😈👽👈🏿",34701,52336,1188,103024765,moon,erangadot,16157,False,3875,human
336,2014-05-28 20:02:39,True,,101,3,0,2530740348,unknown,SharonPurtill,114,False,2274,bot
337,2016-05-29 02:45:45,True,"It pays to be a winner 🔱 #NRAMember. God, Family, Country,",3219,184,1424,736750345095942144,USA🇺🇸,therealwisener,9091,False,1543,human
338,2016-10-14 17:55:29,True,They're sooo cuuute together! Made by @ojahnn. One tweet every 2 hours. Check out diaereses: https://t.co/Ojkkn37mKb,0,19,0,786988812312449024,unknown,Diaeresis_OTPs,16523,False,1404,bot
339,2017-03-02 16:49:11,True,"Long time progressive, back2 the 60's, I've watched it all come apart once again thanks2the predators
Still stuck behind Twitter's stonewall of 5,000 Followings",67588,3327,4999,837344043021570049,ocala  florida,MichaelGreens12,50443,False,1265,bot
340,2016-03-18 18:17:09,False,,47970,25279,25679,710892812192124929,unknown,JerseyApplePie,42306,False,1614,human
341,2016-10-07 19:11:51,True,da da da,782,72,314,784471315898109953,unknown,ThrustfulMite,186,False,1411,bot
342,2016-12-06 09:28:23,False,Artist • Writer • Crafter • Twitch Affiliate • TTRPGs • Vidja Games• She/Her • 31 • I love animals and talking about mental health.,34962,225,880,806067753505460225,Texas,kryhs_v,8606,False,1352,human
343,2017-01-20 19:52:33,True,Cumpliendo sueños de los muchos que tengo🦄🌹🌛 Lo mejor aun esta por venir 🌟,12710,82,207,822532286138748930,"Streamwood, IL",luzagut_luza,3468,False,1306,human
344,2010-01-22 18:10:24,False,"A rose that grew from concrete. Baltimore grown #mestiza 🇵🇭 Morning radio host 5a-10a on @magic1021fm Athens, GA  FB: Alichia Angeles Cruz",1519,3699,1981,107481236,ATL ~ WorldWide,acruzlive,18482,False,3861,human
345,2016-05-18 00:55:45,True,DIY shows 'round the world. Doors at eight.,5456,141,2,732736395891118083,unknown,doorsateight,6641,False,1554,bot
346,2010-01-18 18:33:10,False,"Seja bem-vindo ao perfil oficial do lutador de MMA e Palestrante Junior dos Santos, o Cigano.",2508,1317958,354,106170524,"Miami, FL",junior_cigano,9395,True,3865,human
347,2016-09-03 04:10:54,True,Lets Trade!,1332,11,31,771923395961360389,unknown,antonidakondra3,1332,False,1446,bot
348,2009-11-17 19:51:24,True,"49ers -Dodgers-Lakers - ⛳️⛳️⛳️Business Degree Culiacan , Sinaloa.          “i can see clearly now that the rain is gone”",3132,289,1560,90704023,"San Gabriel, CA - whittier ",RicoSanchoPico,6727,False,3927,human
349,2009-04-04 17:59:28,False,"Music making, nappy changing, book writing, Christmas loving, picture taking, song singing, guitar playing, galaxy defending, Dad.",14,1273320,670,28838048,Pizza Planet,TomFletcher,40656,True,4154,human
350,2009-05-09 04:42:13,False,#StarPatrol #TVPatrol @ANCAlerts #Sportstalk #Chismax @DZMMTeleradyo #DogLover #Swimmer #UPFight gretchenfullidogf@gmail.com,3783,856548,1537,38799543,unknown,gretsfullido,36587,False,4120,human
351,2009-08-21 15:33:37,False,Periodista y conductora. Contrataciones y publicidad: alex.7eyssautier@hotmail.com,29383,462919,1355,67635391,unknown,anamaalvarado,66868,True,4015,human
352,2008-05-29 14:35:33,False,"Dad, Digital Content Manager at a place, Former ESPN, CSN, CNN and FOX5 DC #IMATERP #CAPS #REDSKINS #NATS",5831,1563,1912,14944471,Maryland,GLB62,41857,False,4464,human
353,2011-04-27 16:36:14,False,http://t.co/68reo3QGLu http://t.co/kSd0WDXXDn,2202,10,8,288884968,the magical world of fashion,abloggerblogs,2992,False,3401,bot
354,2009-04-28 00:07:01,False,"I write books! Next up: Skyhunter (Sept. 29, 2020). Messing with your OTPs since 2011. she/her",30377,105389,757,35916009,"Santa Monica, CA",Marie_Lu,33458,True,4131,human
355,2011-04-07 06:05:08,False,#puglife,2429,102,0,278399214,"West Chester, PA",ellle_eM_,4783,False,3422,bot
356,2011-06-21 14:06:37,True,,452,28,63,321390831,unknown,LBorak,58,False,3346,bot
357,2010-10-20 13:36:09,True,,1464,50,0,205261048,unknown,fionachuh,2141,False,3590,bot
358,2017-03-20 12:18:26,True,The Amazon Store contain electronic and gadget also it reiew o refrene before you buy,132,0,0,843798888481927168,unknown,xqoqkkxjbcvvt21,251,False,1247,human
359,2014-04-07 03:21:01,False,,18559,177,852,2431387897,unknown,iamjadesalon,5015,False,2326,human
360,2011-02-12 14:26:17,True,Oh YEAH !!!,0,24,0,251136261,"Santiago, Chile",martin_esquivel,3130,False,3475,bot
361,2010-09-08 21:03:58,True,"ok,and?",95,9,0,188483855,"bloomingdale,il",alistopthat,135,False,3632,bot
362,2013-12-19 18:47:42,True,"I work in medical/edu fields. I'm a fan of @Reds, @SonomaStompers, @Seahawks, @Cuse/@Yale sports, architecture, golfing, & yachting. Tweets are not med advice.",25834,403,994,2253916442,🔬New York⛵️Rhode Island ⛳️,DrMaria2001,24749,False,2434,human
363,2013-03-07 19:50:46,False,,35386,1381,1095,1249904934,"Punta Arenas, Chile ",daniela___caro,75041,False,2721,human
364,2008-12-03 03:56:57,False,"Design, PR, Brooklyn, kids, what have you.",52,251,0,17828140,"Brooklyn, NY",JessicaTolliver,800,False,4277,human
365,2010-03-04 17:54:28,False,*Burgh Verified* Mom/Step Mom to 5. PR professional/storyteller; advocate for women. Slow & steady runner. IPA lover.,2926,2494,2395,119802157,Pittsburgh,JustHollieG,11134,False,3820,human
366,2009-05-20 18:47:37,False,"Senadora de la República. 🇲🇽 
Presidenta de la Comisión de Derechos de la Niñez y de la Adolescencia",5098,1096856,1536,41421105,México,JosefinaVM,10295,True,4108,human
367,2011-01-11 20:18:48,False,"Official account of Dirk Kuyt, former football player for @FCUtrecht, @Feyenoord, @LFC, @Fenerbahce and the Dutch national team",302,1808775,224,236980532,"Róterdam, Holanda",Kuyt,1016,True,3507,human
368,2016-03-24 16:29:11,True,,7339,110,48,713039970680881153,Ucrania,ughke,14309,False,1608,bot
369,2016-01-17 05:35:21,False,Needs tab rehab.,2308,14,23,4820306248,"Knoxville, TN",Colorsyn,3181,False,1676,bot
370,2009-05-12 20:21:36,False,This is the official Twitter page for the Corporate Nature's Table. That's good stuff! #eatsmart,1159,1103,1720,39586129,"Orlando, FL",natures_table,3417,False,4116,bot
371,2014-06-27 04:37:56,False,St.   High Alumni | 2014 State Champs,1185,10,0,2590771538,"Fort Worth, Texas",TheDrakeMorirz,1268,False,2245,bot
372,2011-02-06 16:06:14,False,United states army Hoah!  19 years young.  on top of the world.  Defender of freedom.,841,78,312,248252756,United States,shanewazhere95,1573,False,3481,human
373,2017-06-27 14:39:44,True,,219,4,44,879710844325703680,"Manhattan, NY",queenawzq1,258,False,1148,bot
374,2017-08-11 23:37:48,True,Живу!! ышу!!! юблю и любима!!!,89,0,0,896153708991590400,unknown,yqslawchtgsf291,186,False,1103,human
375,2010-05-21 18:00:16,False,Official Twitter support for PlayStation products and services from Sony Interactive Entertainment. Contact us between the hours of 8AM - 7PM PDT for help!,2,1538905,2935,146540920,unknown,AskPlayStation,1066811,True,3742,bot
376,2011-11-24 10:17:57,False,I said what THE FUCK I said. IG: lilwhoadiee,74396,1265,922,420219280,"Texas, USA",AleyaWhaaatt,96848,False,3191,human
377,2010-12-30 01:24:54,False,"«La mia Musica, io e Voi...»",2841,895,168,231999899,Roma,Diletta123,9553,False,3520,bot
378,2011-05-13 15:57:12,False,Hospitality Software Consultant & Influencer Sales Executive @oracle Hospitality | #Hospitality views are my own USA,37761,1413,3358,298060189,"Las Vegas, NV",mdcvegas,28105,False,3385,human
379,2016-09-30 16:09:06,True,Boserene..,52,0,0,781888610320678912,unknown,EvelinComic,125,False,1418,human
380,2016-09-04 02:40:04,True,will give you shoutoutsif you ask. you need to ask! and i will follow you ad you don't have to follow meee!!,80,2,0,772262928795992064,unknown,Mcray_Smasher,200,False,1445,human
381,2011-11-02 04:01:58,True,📱TEXME: +1 (808) 201-0695📱 📧.Email:KalaniBallFree@gmail.com,29933,1374873,832935,403179950,Snapchat: KalaniBallFree,KalaniBallFree,54859,True,3213,bot
382,2009-03-17 16:20:41,False,"Busy life but DETERMINED to be GREAT! God Lover Trap music listener Woman of all trades CEO of @KingsKlutches Petite model, stylist & Runway coach #ProFashional",209,807,689,24906161,The United States of TK,TK_Lenae,66437,False,4172,human
383,2017-06-21 00:44:55,True,"‏‏‏زارع اشربف كاتب و مؤلف
 من كتاباتي عن التاريخ( كتاب لمحات من تاريخ الحوراء,وحش الحوراء,و قصة مالك ولبنى والبركان )
تغريدتي هي من قلمي احر ورأيي الشخصي.",22,1,0,877326428399779840,unknown,tcbbjlwkxfw20,224,False,1155,bot
384,2011-03-07 13:11:07,False,don't give up asking why we live and what we live for 😉,2457,288,439,262146488,unknown,qhadeejah61,45754,False,3452,human
385,2011-09-07 17:33:27,False,#FridaysForFuturePerú. Consultor & Asesor Empresarial. Conductor programa radial @EntreAmigos. Analista libre influencias y presiones 🇵🇪,12738,1689,2229,369625532,"Lima, Peru",CesarBejarano21,168609,False,3268,human
386,2017-03-17 22:50:28,True,,30,3,727,842870779066945536,unknown,nbjvhukor1066,294,False,1250,human
387,2009-02-09 17:21:30,False,#Bernie2020,4359,105,310,20449731,NY,Gones09,9105,False,4208,human
388,2015-07-02 13:02:50,False,300/3000,22081,899,444,3266054594,unknown,SUZZIRP,15996,False,1874,human
389,2009-05-04 20:30:09,False,Ehh!,2968,316,220,37751238,unknown,chaddaddy_,13365,False,4124,human
390,2017-06-20 22:32:24,True,بنت شيخ ؟مأخن اسمئ المعالي ....لأواهني إي آبوهامثلآبوي,18,0,0,877293082177306624,unknown,frcvenzunc1142,172,False,1155,bot
391,2009-01-04 22:38:56,False,"Filmmaker/ camera hoarder/ cat lover. Trying to shoot, share & help people as much as I can whilst trying to find my place in the world. Often silly/ grumpy!",1180,138654,2344,18614747,London ,PhilipBloom,79652,True,4244,human
392,2014-01-27 12:41:24,True,Ganja family.Instagram giulyboy_ganja,571383,14645,7827,2307656165,Canary Island.    España,BoyGiuly,558538,False,2395,bot
393,2007-04-25 20:22:21,False,I used to change this.,14410,1685,666,5507572,"San Francisco, CA",F6x,34292,False,4864,human
394,2008-01-23 08:13:23,False,STEF BLACK (they/them) is very mean about politics. Sub my YT for cute turtle + communist bile. Now is the time to wear neon & sharpen. Logos by IG: karatimmons,66702,829,1865,12585462,"Los Angeles, CA",NotEasyAnswers,38332,False,4592,human
395,2010-08-12 06:24:12,True,"I am passionate about sports and extreme weather, and most of my tweets will relate to those, just a heads up",112819,593,941,177474041,DFW,ntoutland,19635,False,3660,human
396,2009-03-23 04:44:53,False,"Balladeer,ActionStar,GrooveMaster,Love Doctor,Dishwasher,Electrician,Handyman, Hitman,Son of God,Singer,Host,Actor- for bookings-email- orosacarlo@gmail.com",5586,3415949,798,25954814,In your heart,xtianbautista,25684,True,4167,human
397,2012-08-28 17:36:06,False,Creative Director @EmpireStudiosNY || Entrepreneur || 🎬 Filmmaker || Executive Director @puthopeinaction || Speaker || @Studio12Academy Founder || animal lover,45045,1818,999,787483152,"Litchfield County, CT",The_ChrisBryant,29812,False,2912,human
398,2011-11-04 18:42:25,False,,101,520347,109,405015059,Istanbul / Türkiye,mungan_murathan,4926,False,3210,human
399,2016-01-26 03:48:02,True,"IG: carolg1924 #carolg2419_reviews 💙24😍3😘1🥰        
2~5~7~11~1~3~4~7~6    💎171218 김종현 사랑해❤️                苦中也會有幸福•During hardships there's still happiness",10749,463,57,4848093719,unknown,carolg2419,16442,False,1667,human
400,2012-04-06 18:31:49,False,"Professional Baseball Player . Cubs, Red Sox, and Reds . 5 year LMB/LMP ...CCU Alum/CCU HOF, #BillsMafia #TeamSappelt Insta: DaveSappelt17",6005,5196,468,547097112,"Orlando, FL",DaveSappelt,29364,True,3056,human
401,2012-01-19 02:09:40,True,,1126,18,0,467991054,"Fargo, ND",ElliottWrong,1633,False,3135,bot
402,2010-02-06 17:28:42,False,,1365,5,1,111938071,unknown,yakuva48,1992,False,3846,bot
403,2009-02-12 20:06:28,False,"Chicago born & raised, So Cal adopted, New York is home. I used to be a model .... Now I'm a Mom ✨👦🏼👦🏼👶🏼☕️✨",2064,54364,226,20711964,unknown,lauriejfetter,8429,True,4205,human
404,2009-02-28 19:08:00,True,,2078,36,46,22284834,unknown,catlopez,2346,False,4189,bot
405,2015-08-11 08:40:31,True,new twit,1246,51,871,3312192048,unknown,SaraNaller,1111,False,1835,human
406,2011-04-08 19:21:10,False,Official Account |Wisla Płock #25⚽️ | PUMA Brand Ambassador | Cooperation: jakubrzezniczak25@gmail.com,32865,206294,458,279185985,Polska,JakubRzezniczak,16557,True,3420,human
407,2012-10-26 20:45:24,False,@FOX59 anchor 📰 Storyteller with own story under construction⚒ Philly 🏙🇭🇹✈️ Indy. RTs/opinions=my own. I'll #seeyouonTV 📺 at 4 & 11PM    📸 IG itsnewsladyB,6725,2544,1984,906758731,"Indianapolis, IN",newsladyB,19675,True,2853,human
408,2014-05-06 12:26:25,False,Ig: taina.siq 🦋,13713,165,619,2532837963,Algarve/Lisboa 📍,th4ts_me_b1tch,12169,False,2296,human
409,2012-10-13 18:44:19,False,كتاب كل صفحة فيه تخبرك أنني أحب مملكة الغموض لذلك لا تقرأني بفضول وإنما بتمعن ٠#ااالحبر,4212,77789,90500,878447185,بيروت,B_ghllab,22010,False,2866,human
410,2012-05-28 17:05:22,False,,43836,594,555,592972389,unknown,regsssy,23971,False,3004,human
411,2009-07-28 05:19:04,True,Come in😁 https://t.co/7wCZ8xYojK,65,4,0,60820070,unknown,Belbracon,22,False,4040,bot
412,2009-05-24 12:58:07,False,Cairokee Band Lead Singer and Song Writer. مغني و مؤلف اغاني فرقه كايروكي. https://t.co/zQJyOrhoEb,1350,2612269,0,42207855,Egypt,AmirEid,455,True,4104,human
413,2009-09-09 15:32:48,False,The Panda’s Friend,6013,649266,898,72878707,"Los Angeles, CA",MettaWorld37,7224,False,3996,human
414,2009-06-13 17:33:24,False,"ʙIᴍ 
Philly to DC transplant
Tweets about politics and fandoms
#SPNFamily 💙💚
(She/Her: Heteroromantic-Ace)",14476,207,468,46926453,"Washington, DC",SaraLuvsDisney,6763,False,4084,human
415,2009-02-02 19:42:55,False,Award-Winning Romance Author. Genre Hopper. Avid indoorswoman. Mental health advocate. Fun Aunt. Dog lover. Small Town Famous. (she/her) #amwritingromance,23464,2237,1423,19925621,"Oklahoma, USA",Jess_Bry,13448,False,4215,human
416,2011-08-09 19:07:11,True,prolly somewhere dabbin,3850,390,0,351799946,NYC & The bay,mrBrehm860,26143,False,3297,bot
417,2015-07-28 19:37:55,True,,1425,18,0,3299871373,"York, NE",gtb1993,2212,False,1848,bot
418,2016-10-24 23:48:51,True,,3716,336,226,790701621181292544,unknown,shbour_,2143,False,1394,human
419,2016-11-29 12:05:46,True,"Paulo e Fabiana Sponton são professores de Dança de Salão e proprietários do Studio Dançando A2.
Também trabalham com Rastreamento Automotivo na Magnum Som.",1047,6,76,803570644843634688,"Piracicaba, Brasil",PauloSponton,1577,False,1358,bot
420,2015-03-13 19:32:22,False,"""I'm a descendant of a KING, tell them bitches that it's crown time"" booking:artahers@gmail.com #DOEnation 🙏🏾R.I.H Deana🙏🏾",57974,655,602,3077835414,"Chicago, IL",DOENATION_CEO,22995,False,1985,human
421,2010-03-18 20:12:06,False,Singer since 1943,23,4902555,26,124258971,India,ashabhosle,2963,True,3806,human
422,2009-01-28 17:30:10,True,The official Twitter account for San Antonio College. Managed and updated by the SAC Public Relations Team.,1444,8789,721,19663518,"San Antonio, TX",SAC_PR,6026,False,4220,human
423,2009-05-03 20:05:54,False,“Having a daughter does not make a man decent. Having a wife does not make a decent man. Treating people with dignity and respect makes a decent man.” @AOC,7125,180,588,37489316,"New Orleans, LA",Maggerdoodle,2584,False,4125,human
424,2016-11-28 21:55:24,True,The names Savannah that's all your little mind needs to know..and tht i will followyou back so follow me!!,118,0,0,803356645950627841,unknown,jenifer07796346,195,False,1359,human
425,2008-08-05 02:49:50,False,I'm a geek who loves emerging technology and all kinds of music.,231,242,649,15731377,"ÜT: 38.67507,-90.316079",septembersound,3194,False,4397,human
426,2010-04-13 02:56:21,True,"Film actor, artist, painter, humanitarian",1,41478966,24,132385468,MUMBAI,BeingSalmanKhan,42885,True,3781,human
427,2016-09-04 15:24:58,True,"La vida es demasiado corta para que malgastes tu tiempo odiando a alguie, deja de hacerlo y empieza de disfrutar de verdd. Todosєn Favoяitos. 01.11.11 ‹з",67,0,0,772455418455007234,unknown,Tamisha_Hamster,147,False,1444,human
428,2010-12-15 18:03:52,False,"Hey, we r The Sabys a school girl band tryin' to make our dream come true.",56,3,0,227019467,"Saudi,Arabia",TheSabys,112,False,3534,bot
429,2011-11-15 21:04:04,False,DM(V) MT '20 BMW's Relocation Intelligence Specialist/Project Manager,7417,818,491,413403853,"Montclair, VA",CortlandChien,30900,False,3199,human
430,2009-06-05 05:27:29,False,if you tolerate this your children will be next • she/her,570,103,168,44829395,"New York, NY",fmagoo,1934,False,4093,human
431,2010-08-07 04:45:50,True,,406,4,28,175639254,gold coast,augustus0861,608,False,3665,bot
432,2012-01-10 15:50:06,False,Snap : Jirkko,6862,72461,10108,460279825,unknown,Jirkko,26249,False,3143,human
433,2014-02-11 14:23:42,False,"Realism Painter, Digital Illustrator, and pop culture nerd 🍕🐢⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀  -`･ tayloremathias@gmail.com ･´-  ",3509,93,1024,2337802973,Maine ,tayloremathias,1040,False,2380,human
434,2009-11-21 03:25:54,False,"Sports Editor, International Business Times; Writer, Cockeyed Optimist, Comedy Enthusiast",244,380,355,91491046,New York and LA,BobbyIlich,1098,True,3924,human
435,2013-06-14 14:00:56,True,,1438,2,25,1516505838,unknown,ericwang001,2035,False,2622,bot
436,2010-07-10 19:17:23,True,"Attorney, TV/Radio Legal Analyst WJBK Fox 2 and WWJ News Radio 950.",432,14280,687,165153530,"Detroit, Michigan  ",charlielangton,4796,True,3692,human
437,2011-04-09 21:15:22,False,"@pac12networks CFB, MBB reporter PxP WBB, Softball. @ladyraiderwbb PxP WNBA ESPN anchor/studio host for 13 yrs @wsucougars Alumna #GoCougs Insta: CindyBrunsonAZ",514,24378,867,279710472,Valley of the Sun,CindyBrunsonAZ,50777,True,3419,human
438,2011-02-06 01:04:46,False,cat mom | CMA 💍,18154,1273,765,247991049,West Virginia,bwhiteeee_,58175,False,3482,human
439,2010-12-15 00:30:24,False,Old enough to have my life together... but I don't,5062,57,411,226757393,"Planet Earth, StarDate -309401",BLC2789,896,False,3535,human
440,2009-09-04 15:59:40,False,"Cross stitcher, microbiologist, entomologist, reader, knitter, Aunt, & friend",8730,123,603,71568164,unknown,Odonata76,3679,False,4001,human
441,2012-09-05 23:02:58,False,,1579,132,154,805571370,unknown,_BlueEyedBlond_,2921,False,2904,human
442,2012-07-08 19:28:21,True,SONO PER LA DEMOCRAZIA  L'ONESTÀ LA CORRETTEZZA LA SINCERITÀ E SOPRATTUTTO PER L'ITALIA LA SUA CULTURA E I SUOI PATRIMONI,3811,564,1185,630459182,unknown,67Malaguti,5252,False,2963,human
443,2011-08-04 19:46:59,False,"Womanist/African Feminist. Fashion Obsessed-Music Loving-Supreme Dancer. Director of @BlkMamasMatter! 
*Tweets Are My Own!* 
RTs/Likes 🚫 Endorsements",11791,460,119,348654395,unknown,doyinspeaks,7181,False,3302,human
444,2011-12-14 20:55:03,True,,712,11,0,436996936,unknown,pugh_j,1022,False,3170,bot
445,2009-07-31 20:37:09,False,Hi my name is Donna and I'm a Broadway show addict. :),1816,117,0,61868891,New York!,bwaybound31,2805,False,4036,human
446,2009-09-10 15:28:19,False,"We teach students to learn!  Math, reading, writing, studing skills, ACT and SAT prep.",6,85,128,73141088,"Conway, AR",GPLConway,5820,False,3995,bot
447,2013-02-25 20:56:47,False,"tranqui, yo perreo sola",838,1934,479,1219758966,unknown,anagcm7,84443,False,2731,human
448,2015-07-29 03:01:20,True,TB💕 - https://t.co/t12ua2t5ik -,1786,134,383,3300133759,"Arlington, WA",itsgxxdy,570,False,1848,human
449,2012-07-25 11:28:18,False,,1362,18,346,715918219,unknown,EmmaMyllymaa,1740,False,2946,bot
450,2016-01-26 10:10:35,True,Moving towards cultivation. To do something which helps myself as well as my farmer brothers.,587,8,21,4849142669,"Hyderabad, India",AppalaDBA,728,False,1667,bot
451,2009-03-10 14:16:09,False,"I've wrestled for the #WWE, I'm an #ECW Original & member of the #bWo and J.O.B Squad!!!

Go to the @MindOfTheMeanie podcast https://t.co/vOi7cgnqCE",66356,62501,3390,23595924,"Philadelphia, PA",BlueMeanieBWO,68308,True,4179,human
452,2008-12-24 06:51:02,False,"Social/political psychologist, UX researcher, author, speaker, #1stgen, opensci & stats neRd, dog & pun lover, & human formerly known as an athlete & professor",44286,3919,925,18353044,"Chicago, IL, USA",MattMotyl,7151,False,4256,human
453,2011-10-19 00:45:50,False,We have been serving girls ages 6 to 18 for over 16 years with providing programs. All #PowerGirls Welcome to our world! #STEM #Leadership,1084,479,487,393743257,"Greensboro, NC",PowerGirlsNC,3755,False,3227,human
454,2011-06-04 03:16:15,True,,997,10,88,310643621,unknown,tburrus1932,1447,False,3364,bot
455,2016-07-16 17:53:17,True,Ya casi es viernes/ XX,6284,365,208,754373350676271104,"Manzanillo, Colima",mauresendiz,3962,False,1494,human
456,2011-03-13 19:12:30,False,tooth and nail,358,2474426,206,265554862,unknown,JosephMorgan,4321,True,3446,human
457,2014-02-26 21:43:33,False,,23440,53173,6,2363231167,"İstanbul, Türkiye",cokpicsiniz,176154,False,2365,bot
458,2015-12-05 16:37:33,False,,1025,10,38,4384885696,"Mableton, GA",tango_latte,1444,False,1718,bot
459,2016-09-04 13:37:06,True,takiedenitakpederim Sınırsız Retweet yapılır  DM ile gönderiniz,203,0,0,772428274702090240,unknown,Noelcarter1959_,422,False,1444,human
460,2013-03-02 08:48:07,False,,27334,324,289,1233652698,unknown,simiajisafe_,4282,False,2727,human
461,2010-01-08 16:30:42,False,,22,261,0,103025630,"Niterói, Brasil",mynameisjhu,963,False,3875,human
462,2009-03-17 16:24:02,False,IG @TheJuelzSantana #HaterGoneSuffer #Born2LoseBuilt2Win! #YallNiazKnowMe #WelcomeBack2Harlem #AP,92,1370342,693,24906723,"Harlem, NYC",thejuelzsantana,12836,True,4172,human
