annotator,updated_at,annotation_id,sentiment,retweet_count,text,like_count,Unnamed: 0,lead_time,created_at,id,username
1,2023-02-27T06:43:41.179048Z,1760,Positive,0,@urexcellency_ btl tu btl,33,140,0.996,2023-02-27T06:43:41.179048Z,1937,zivamagnolyeah
1,2023-02-27T06:43:42.164368Z,1761,Positive,2,@wndysnduk_ jangan dipaksa bila semua t’lah berbeda,125,141,0.662,2023-02-27T06:43:42.164368Z,1938,zivamagnolyeah
1,2023-02-27T06:43:42.960720Z,1762,Positive,0,@linarrrrr sebulan lagi? 🥲,53,142,0.48,2023-02-27T06:43:42.960720Z,1939,zivamagnolyeah
1,2023-02-27T06:43:44.109181Z,1763,Negative,101,kira-kira ini keliatan kaya umur berapa? https://t.co/T44ef23ulv,4831,143,0.831,2023-02-27T06:43:44.109181Z,1940,zivamagnolyeah
1,2023-02-27T06:43:45.859241Z,1764,Positive,0,@tiyadyeah pliz jgn sampe 😫,42,144,1.43,2023-02-27T06:43:45.859241Z,1941,zivamagnolyeah
1,2023-02-27T06:43:46.879270Z,1765,Negative,19,pernah hehe 🥰 https://t.co/A3LnRU289B,498,145,0.73,2023-02-27T06:43:46.879270Z,1942,zivamagnolyeah
1,2023-02-27T06:43:47.735064Z,1766,Negative,2,@tololabiesxixi https://t.co/k9caw9IqVc,135,146,0.542,2023-02-27T06:43:47.735064Z,1943,zivamagnolyeah
1,2023-02-27T06:43:48.753382Z,1767,Positive,5,@tiyadyeah gamau Tuhan plis kali ini ntar dulu ya aku mau cari uang dulu biar kaya seperti elon musk 🙏🏻,186,147,0.705,2023-02-27T06:43:48.753382Z,1944,zivamagnolyeah
1,2023-02-27T06:43:49.588999Z,1768,Positive,437,baby aku ada type. kalo aku like aku like kalo tak aku swipe ke kiri,6617,148,0.524,2023-02-27T06:43:49.588999Z,1945,zivamagnolyeah
1,2023-02-27T06:43:50.336328Z,1769,Positive,3214,mau sambat dimana lagi kalo twitter di apus? 😔,23004,149,0.391,2023-02-27T06:43:50.336328Z,1946,zivamagnolyeah
1,2023-02-27T06:43:51.202119Z,1770,Positive,1,@cursedkidd biasanya dipanggil jihu atau monyet,97,150,0.497,2023-02-27T06:43:51.202119Z,1947,zivamagnolyeah
1,2023-02-27T06:43:52.268911Z,1771,Positive,9,@cursedkidd td pagi sih aku paksa anjingku buat elus2 palaku,551,151,0.399,2023-02-27T06:43:52.268911Z,1948,zivamagnolyeah
1,2023-02-27T06:43:53.204453Z,1772,Positive,2,@jemimahcita sama kaya ngechat gue,148,152,0.571,2023-02-27T06:43:53.204453Z,1949,zivamagnolyeah
1,2023-02-27T06:43:54.272251Z,1773,Negative,35,@kaesangp https://t.co/HFnCqHiRqs,1864,153,0.764,2023-02-27T06:43:54.272251Z,1950,zivamagnolyeah
1,2023-02-27T06:43:55.349080Z,1774,Positive,0,@rizkayuul lagunya kak lesti ya,64,154,0.726,2023-02-27T06:43:55.349080Z,1951,zivamagnolyeah
1,2023-02-27T06:43:56.164109Z,1775,Positive,0,@sulistiyeah w tabok lu ya silus,166,155,0.51,2023-02-27T06:43:56.164109Z,1952,zivamagnolyeah
1,2023-02-27T06:43:57.119146Z,1776,Positive,832,coba sini spill lagu yang mendeskripsikan perasaan kalian saat ini,14805,156,0.644,2023-02-27T06:43:57.119146Z,1953,zivamagnolyeah
1,2023-02-27T06:43:57.939055Z,1777,Positive,0,@anemesis50 Swab,39,157,0.528,2023-02-27T06:43:57.939055Z,1954,zivamagnolyeah
1,2023-02-27T06:43:58.699901Z,1778,Positive,1682,Gimana harinya? cukup baik atau cukup stress?,15822,158,0.467,2023-02-27T06:43:58.699901Z,1955,zivamagnolyeah
1,2023-02-27T06:43:59.459004Z,1779,Positive,3417,When you can’t, God can.,10523,159,0.437,2023-02-27T06:43:59.459004Z,1956,zivamagnolyeah
1,2023-02-27T06:44:02.095772Z,1780,Negative,2205,kirain seiring berjalannya waktu, udah bisa mengaplikasikan pembelajaran kehidupan dari masa lalu yang gagal. eh tt… https://t.co/HUL2rR6Sk9,9215,160,1.042,2023-02-27T06:44:00.419303Z,1957,zivamagnolyeah
1,2023-02-27T06:44:04.102294Z,1781,Positive,13686,sedikit stress tapi ayo hadapi walau sambil menangis.,36170,161,0.826,2023-02-27T06:44:04.102294Z,1958,zivamagnolyeah
1,2023-02-27T06:44:05.142098Z,1782,Positive,4,@tiyadyeah kalo inimah aku HAHA,178,162,0.571,2023-02-27T06:44:05.142098Z,1959,zivamagnolyeah
1,2023-02-27T06:44:08.081880Z,1783,Negative,1498,Manusia kalo udah sembunyi di balik fake account tuh jarinya jahat bukan main. Serasa jadi manusia paling sempurna… https://t.co/GlcYACgzny,13553,163,1.648,2023-02-27T06:44:08.081880Z,1960,zivamagnolyeah
1,2023-02-27T06:44:10.266376Z,1784,Positive,66,@cursedkidd iya btul. liat aj bikini bottom,3417,164,1.343,2023-02-27T06:44:10.266376Z,1961,zivamagnolyeah
1,2023-02-27T06:44:12.205533Z,1785,Negative,336,abis apus mekap https://t.co/A3OcjnpG5H,19500,165,1.061,2023-02-27T06:44:12.205533Z,1962,zivamagnolyeah
1,2023-02-27T06:44:14.916039Z,1786,Positive,5740,sini w tabok mulutnya yang ngomong “kamu nanye kamu nanye” selain alif cepmek,50894,166,1.662,2023-02-27T06:44:14.916039Z,1963,zivamagnolyeah
1,2023-02-27T06:44:17.656982Z,1787,Positive,2,@lampyridaeshine wkwkwk kampreett,71,167,0.97,2023-02-27T06:44:17.656982Z,1964,zivamagnolyeah
1,2023-02-27T06:44:18.646633Z,1788,Positive,2,@tiyadyeah waduh iya bgt lagi 😭,84,168,0.628,2023-02-27T06:44:18.646633Z,1965,zivamagnolyeah
1,2023-02-27T06:44:19.887295Z,1789,Positive,27,@sulistiyeah harus ditinggalin biar gak merasa bener terus 😂,289,169,0.804,2023-02-27T06:44:19.887295Z,1966,zivamagnolyeah
1,2023-02-27T06:44:21.086224Z,1790,Negative,2140,I hate it when someone does things they believe to be the right thing to do to someone else. but in fact, what he d… https://t.co/7Kh5fCHQYV,10365,170,0.86,2023-02-27T06:44:21.086224Z,1967,zivamagnolyeah
1,2023-02-27T06:44:22.587771Z,1791,Negative,9467,bun, hidup berjalan seperti bajingan~,33072,171,1.164,2023-02-27T06:44:22.587771Z,1968,zivamagnolyeah
1,2023-02-27T06:44:23.802292Z,1792,Positive,11433,doaku gak banyak kok Tuhan. cukup berikan aku 10M aja itu udah lebih dari cukup 🙏🏻,43139,172,0.867,2023-02-27T06:44:23.802292Z,1969,zivamagnolyeah
1,2023-02-27T06:44:24.995910Z,1793,Positive,0,@jemimahcita can relate bgt ☺️,19,173,0.815,2023-02-27T06:44:24.995910Z,1970,zivamagnolyeah
1,2023-02-27T06:44:26.316905Z,1794,Negative,2719,kenapa malah orang yang kurang ilmu yang merasa dirinya pintar sedangkan orang yang benar-benar pintar, gapernah me… https://t.co/eUla5HKBJJ,18900,174,0.959,2023-02-27T06:44:26.316905Z,1971,zivamagnolyeah
1,2023-02-27T06:44:27.335574Z,1795,Positive,1,@aldapstsr semangat ka alda 🤍,146,175,0.675,2023-02-27T06:44:27.335574Z,1972,zivamagnolyeah
1,2023-02-27T06:44:28.327265Z,1796,Positive,12311,percuma bikin salting kalo endingnya jadi asing.,53292,176,0.518,2023-02-27T06:44:28.327265Z,1973,zivamagnolyeah
1,2023-02-27T06:44:29.642615Z,1797,Positive,3,@qsxyfx ini.,344,177,0.996,2023-02-27T06:44:29.642615Z,1974,zivamagnolyeah
1,2023-02-27T06:44:30.632029Z,1798,Positive,4,@sbrinanff rasanya kaya di kejar deadline,428,178,0.654,2023-02-27T06:44:30.632029Z,1975,zivamagnolyeah
1,2023-02-27T06:44:31.837432Z,1799,Positive,3379,paling gaenak berak di toilet umum 😔,36697,179,0.901,2023-02-27T06:44:31.837432Z,1976,zivamagnolyeah
1,2023-02-27T06:44:32.921960Z,1800,Positive,6,@cursedkidd syulid,342,180,0.685,2023-02-27T06:44:32.921960Z,1977,zivamagnolyeah
1,2023-02-27T06:44:33.929271Z,1801,Positive,847,info fanbasenya bunda Corla dong? mau join.,17078,181,0.654,2023-02-27T06:44:33.929271Z,1978,zivamagnolyeah
1,2023-02-27T06:44:34.952857Z,1802,Positive,1,@FiersaBesari @dayatpiliang HAHAHHAHAAH TOLONG,408,182,0.717,2023-02-27T06:44:34.952857Z,1979,zivamagnolyeah
1,2023-02-27T06:44:35.799350Z,1803,Positive,1,@leminelo kaya kenal y ava nya,99,183,0.542,2023-02-27T06:44:35.799350Z,1980,zivamagnolyeah
1,2023-02-27T06:44:36.638385Z,1804,Positive,1,@kochengnangys blech tp jgn dijual yh,68,184,0.507,2023-02-27T06:44:36.638385Z,1981,zivamagnolyeah
1,2023-02-27T06:44:37.932060Z,1805,Negative,402,Belum pernah dapet piala sekalinya dapet langsung 2. Tuhan kok baik banget ya? brb nangis 🫶🏻 https://t.co/fWnowzH6Gt,11660,185,0.99,2023-02-27T06:44:37.932060Z,1982,zivamagnolyeah
1,2023-02-27T06:44:39.004392Z,1806,Positive,8,@dsuperboy bening,522,186,0.7,2023-02-27T06:44:39.004392Z,1983,zivamagnolyeah
1,2023-02-27T06:44:40.182201Z,1807,Negative,4,@Abdul_Husnan https://t.co/XkT38Lt9Ba,356,187,0.853,2023-02-27T06:44:40.182201Z,1984,zivamagnolyeah
1,2023-02-27T06:44:41.162199Z,1808,Positive,4,@yegeye_ filihan yang terbaik?,102,188,0.655,2023-02-27T06:44:41.162199Z,1985,zivamagnolyeah
1,2023-02-27T06:44:42.275126Z,1809,Positive,8624,jangan merokok yaa mending deketin aku aja. soalnya kan rokok membunuhmu. sedangkan aku? ya mencintaimu.,46385,189,0.793,2023-02-27T06:44:42.275126Z,1986,zivamagnolyeah
1,2023-02-27T06:44:43.612054Z,1810,Negative,215,sisi kekanakan dari orang dewasa bisa dilihat dari supir-supir truk yang saling klakson-klaksonan di bawah trowonga… https://t.co/zrsLyM0gYJ,4563,190,0.991,2023-02-27T06:44:43.612054Z,1987,zivamagnolyeah
1,2023-02-27T06:44:49.492292Z,1811,Negative,0,@aldysuhanda_ kamu cok @_kevr 🤡,176,191,2.281,2023-02-27T06:44:44.866182Z,1988,zivamagnolyeah
1,2023-02-27T06:44:51.557065Z,1812,Positive,7790,siapapun ngelawak dong pake meme cepat berikan 👇🏻,69212,192,0.875,2023-02-27T06:44:51.557065Z,1989,zivamagnolyeah
1,2023-02-27T06:44:52.732017Z,1813,Positive,27,@yurayunita yuk bareng-bareng,1291,193,0.837,2023-02-27T06:44:52.732017Z,1990,zivamagnolyeah
1,2023-02-27T06:44:53.814273Z,1814,Positive,145,selamat pagi
jangan lupa sikat gigi
biar mulut tidak bau naga,3953,194,0.712,2023-02-27T06:44:53.814273Z,1991,zivamagnolyeah
1,2023-02-27T06:44:55.412083Z,1815,Positive,3,@seterahdeh gelap,239,195,1.237,2023-02-27T06:44:55.412083Z,1992,zivamagnolyeah
1,2023-02-27T06:44:56.272307Z,1816,Positive,0,@8123rio artis,52,196,0.512,2023-02-27T06:44:56.272307Z,1993,zivamagnolyeah
1,2023-02-27T06:44:57.183174Z,1817,Positive,181,Di umur berapa kalian tau kalau kepanjangan GURITA adalah GURih Tiada tarA?,6775,197,0.569,2023-02-27T06:44:57.183174Z,1994,zivamagnolyeah
1,2023-02-27T06:44:58.102273Z,1818,Positive,59,@kegblgnunfaedh nangis bgt idung kek teknologi 😭,3960,198,0.595,2023-02-27T06:44:58.102273Z,1995,zivamagnolyeah
1,2023-02-27T06:44:59.097134Z,1819,Positive,0,@Dwivarizky HEH WKWKWK,42,199,0.641,2023-02-27T06:44:59.097134Z,1996,zivamagnolyeah
