,default_profile,description,favourites_count,followers_count,friends_count,id,location,screen_name,statuses_count,verified,account_age_days,account_type,ratio_statuses_count_per_age,ratio_favorites_per_age,ratio_friends_per_followers,word_count,char_count,reputation,contains_bot_name,description_word_count,description_character_count,avg_word
204,False,'Splainer on @Artsplained // Writer for @What_Now_LA and @730_DC // Author of DC by Metro: A History & Guide: https://t.co/kM79T1mw1y // Previously: @VoxMediaInc,8132,2497,689,361504553,True,goldchainam,8636,True,3282,human,2.631322364411944,2.47775746496039,0.275931117340809,23,161,0.7837413684871312,,23,139,6.043478260869565
205,False,Sikh | Restaurateur | Forbes World Traveller | World’s most followed full-beard Sikh on Twitter | Awarded Jewels of Punjab by Ex-PM Dr. Manmohan Singh |,27265,1463302,1473166,15210670,True,SinghLions,31354,True,4439,bot,7.063302545618383,6.142149132687543,1.0067409188260523,26,152,0.49832043121191855,,26,127,4.884615384615385
206,False,"Philly-born, Chicago-based freelance storyteller. Asst. Engagement Editor @14eastmag. Board @spjonadepaul. @CHIdocumenters stan. she/her. DM for Signal.",13140,4625,1232,497288416,True,delvecchiograce,4040,False,3103,human,1.3019658395101514,4.234611666129552,0.26637837837837836,16,152,0.7896534061806385,,16,137,8.5625
207,False,"Husband, CFP® Professional, Financial Planner/Founder of @PlanWithClarity, Large Format Photographer, Cheap Audiophile, Concept 2 Erg Fan, Craft Beer & BBQ Geek",27,914,332,16257347,True,MarkSinderson,6070,False,4358,bot,1.3928407526388251,0.006195502524093621,0.36323851203501095,21,160,0.7335473515248796,,21,140,6.666666666666667
208,False,Periodista y conductora. Contrataciones y publicidad: alex.7eyssautier@hotmail.com,29383,462919,1355,67635391,True,anamaalvarado,66868,True,4015,human,16.654545454545456,7.318306351183064,0.0029270779553226376,7,82,0.997081464824651,,7,76,10.857142857142858
209,False,"Super Model | Host | TV Personality | Actress | Get Your Fab Workout TODAY For Inquiries, toccaraassistant@gmail.com",12,97644,737,38540936,True,iamTOCCARA,4548,True,4121,human,1.1036156272749333,0.002911914583838874,0.007547826799393716,18,116,0.9925087161138838,,18,99,5.5
210,True,x,564,24,57,572785000,True,a80guglielmi,741,False,3026,bot,0.24487772637144745,0.18638466622604097,2.375,1,1,0.2962962962962963,,1,1,1.0
211,True,Do you like it slowly? Come in! 🍒🍒🍒 https://t.co/4NO47QVDjk,65,4,117,958873710391447553,True,JohnBran16,18,False,930,bot,0.01935483870967742,0.06989247311827956,29.25,9,59,0.03305785123966942,,9,51,5.666666666666667
212,False,"Fangirl de día, actriz porno de noche. One Direction es mi todo.",231,884,0,406590542,True,narniall,10915,False,3208,bot,3.402431421446384,0.0720074812967581,0.0,12,64,1.0,,12,53,4.416666666666667
213,True,x,2117,12,25,211560100,True,juantorrealva,2989,False,3576,bot,0.8358501118568232,0.5920022371364653,2.0833333333333335,1,1,0.32432432432432434,,1,1,1.0
214,True,x,1466,40,99,293340865,True,alexandspencer,2247,False,3394,bot,0.6620506776664702,0.4319387153800825,2.475,1,1,0.28776978417266186,,1,1,1.0
215,False,Artist • Writer • Crafter • Twitch Affiliate • TTRPGs • Vidja Games• She/Her • 31 • I love animals and talking about mental health.,34962,225,880,806067753505460225,True,kryhs_v,8606,False,1352,human,6.365384615384615,25.859467455621303,3.911111111111111,25,131,0.20361990950226244,,25,107,4.28
216,False,im a bot what explores fields of flowers - by @Objelisks,10,775,0,779417371282776064,True,wildflowersbot,20375,False,1425,bot,14.298245614035087,0.007017543859649123,0.0,11,56,1.0,,11,46,4.181818181818182
217,True,x,57,3,0,250350611,True,moody2002ke,95,False,3477,human,0.0273224043715847,0.01639344262295082,0.0,1,1,1.0,,1,1,1.0
218,False,Retired accountant|arsenal|logistics|Your car hire plug,114,371,199,116663132,True,AntonnioM_,77877,False,3830,human,20.333420365535247,0.029765013054830286,0.5363881401617251,5,55,0.6508771929824562,,5,51,10.2
219,True,Blogger \ Fitness. Waiting you at https://t.co/xYvUS9Z6W0,374,37,29,4328785158,True,616086499Yyn,85,False,1731,bot,0.049104563835932986,0.21606008087810513,0.7837837837837838,7,57,0.5606060606060606,,7,51,7.285714285714286
220,True,How do you like me? 💖💖💖 https://t.co/jkkVBpVIs5,581,54,0,245112920,True,Shirtikvahed,134,False,3488,bot,0.03841743119266055,0.1665711009174312,0.0,7,47,1.0,,7,41,5.857142857142857
221,True,"Interests - people, music, business, geopolitics, economy, science, environment, history and silly stuff... This is me.",136918,1350,1463,3011254314,True,ItsStillMefa,105603,False,2020,human,52.27871287128713,67.78118811881188,1.0837037037037036,16,119,0.47991468183434055,,16,104,6.5
222,False,x,3129,21,157,1862538146,True,helio3008,619,False,2531,bot,0.2445673646779929,1.236270248913473,7.476190476190476,1,1,0.11797752808988764,,1,1,1.0
223,True,x,1995,22,67,67636824,True,relevantj,2899,False,4015,bot,0.7220423412204234,0.49688667496886674,3.0454545454545454,1,1,0.24719101123595505,,1,1,1.0
224,False,"THE WORLD FAMOUS FRUIT LOOP LAS VEGAS! We are a diverse cross section of GAY/STRAIGHT nightclubs, bars, restaurants and more! Everything from PUNK ROCK to DRAG!",2362,424,0,304088468,True,fruitlooplv,8028,False,3375,bot,2.3786666666666667,0.6998518518518518,0.0,26,160,1.0,,26,135,5.1923076923076925
225,False,We have been serving girls ages 6 to 18 for over 16 years with providing programs. All #PowerGirls Welcome to our world! #STEM #Leadership,1084,479,487,393743257,True,PowerGirlsNC,3755,False,3227,human,1.1636194607995043,0.33591571118686087,1.0167014613778707,24,138,0.49585921325051757,,24,115,4.791666666666667
226,True,I teach earthlings. All my tweets are my own thoughts and opinions with a bit of sarcasm.,6184,704,598,2166882457,True,TheOnlyMsV,5675,False,2483,human,2.2855416834474425,2.490535642368103,0.8494318181818182,17,89,0.5407066052227343,,17,73,4.294117647058823
227,False,I tweet historical newspapers 🗞️from the Chronicling America archive at the @librarycongress.     Created by @whaleandpetunia,5,197,7,949036672741793793,True,newspaperbot,14599,False,957,bot,15.25496342737722,0.00522466039707419,0.03553299492385787,19,125,0.9656862745098039,,15,107,7.133333333333334
228,True,x,904,43,48,1614290886,True,mmtare,1348,False,2584,human,0.521671826625387,0.3498452012383901,1.1162790697674418,1,1,0.4725274725274725,,1,1,1.0
229,False,muisic . IG @ nate.huff,4864,1530,772,88089846,True,natehuffx,21567,False,3938,human,5.476637887252412,1.2351447435246319,0.5045751633986928,5,23,0.6646394439617723,,5,19,3.8
230,True,belly,34831,34,30,2941589266,True,crimibility,84195,False,2063,human,40.811924381968005,16.883664566165777,0.8823529411764706,1,5,0.53125,,1,5,5.0
231,False,if you tolerate this your children will be next • she/her,570,103,168,44829395,True,fmagoo,1934,False,4093,human,0.4725140483752749,0.13926215489860738,1.6310679611650485,11,57,0.3800738007380074,,11,47,4.2727272727272725
232,True,headed back to whale island| Instagram:Fusionboydev,16988,381,593,3020165893,True,DeplorableDev,11763,False,2012,human,5.846421471172962,8.44333996023857,1.5564304461942258,6,51,0.39117043121149897,,6,46,7.666666666666667
233,True,"Добрая,весёлая ,люблю катать на доскеобожаю суши,слушаю узыкуи смотрю ужастики)))",142,1,0,890680536821256192,True,ssjzldyeahsds71,248,False,1118,human,0.22182468694096602,0.12701252236135957,0.0,9,81,1.0,,9,73,8.11111111111111
234,False,your favorite artist | IG: @SueTsai,2171,34557,423,34609754,True,SueTsai,26343,True,4135,human,6.370737605804111,0.5250302297460702,0.012240645889400121,6,35,0.9879073756432247,,6,30,5.0
235,True,I'm a licensed Master Barber with over 9 years of experience giving clients the look that they WANT!!  I run a station at Elite Cuts Barbershop.,1191,23,99,2652904381,True,EmoDaBarber,1800,False,2225,bot,0.8089887640449438,0.5352808988764045,4.304347826086956,27,144,0.1885245901639344,,26,118,4.538461538461538
236,True,x,2099,22,43,62661530,True,candymanat,2868,False,4033,bot,0.711133151500124,0.5204562360525663,1.9545454545454546,1,1,0.3384615384615385,,1,1,1.0
237,True,x,289,26,206,523247729,True,francoliu21,4744,False,3080,bot,1.5402597402597402,0.09383116883116883,7.923076923076923,1,1,0.11206896551724138,,1,1,1.0
238,False,"Un dia nací y no me a pasado nada destacable hasta el momento... bueno si, un dia me encontre 1000 pesetas",1188,44,81,14426212,True,entrena,515,False,4506,human,0.11429205503772748,0.2636484687083888,1.8409090909090908,21,106,0.352,,21,86,4.095238095238095
239,True,"Designer, loves to sew...even by hand, empty-nester mother of college girls, wife and I live in the Highlands of the Blue Ridge Mountains.",1898,11,257,623388393,True,CatherineOCon15,2236,False,2971,bot,0.7526085493099967,0.6388421406933692,23.363636363636363,23,138,0.041044776119402986,,23,116,5.043478260869565
240,False,"Shamelessly in love with my wife, MN, and Business.  Proud mom. Feminist. Mammogram enthusiast. she/her/mamma z  #Midwestpantry",12725,51,432,758382951532859393,True,GlassZoie,1591,False,1483,human,1.0728253540121375,8.580579905596764,8.470588235294118,19,127,0.10559006211180125,,17,109,6.411764705882353
241,True,Happily Married! 💕 Welcome to our world! 🌎 Check out our channel! 👇 Follow us on Instagram - adamnikki6100  #youtubers #youtubercouple,9,418,2722,910753124268281856,True,AdamNikki2,119,False,1063,bot,0.11194731890874883,0.008466603951081843,6.511961722488039,22,134,0.13312101910828025,,21,113,5.380952380952381
242,True,x,27,35,109,913028718377005056,True,Chev_Chelios7,97,False,1056,bot,0.09185606060606061,0.02556818181818182,3.1142857142857143,1,1,0.24305555555555555,,1,1,1.0
243,True,x,343,3,0,30147163,True,jef2195,557,False,4149,bot,0.13424921667871775,0.0826705230175946,0.0,1,1,1.0,,1,1,1.0
244,False,"Personal trainer. Training to improve the lives of others both mentally and physically. No pain, no gain! #Resist 🏳️‍🌈",2863,167,243,25693507,True,LATrainer4U,1975,False,4168,human,0.47384836852207296,0.6869001919385797,1.4550898203592815,19,118,0.4073170731707317,,19,100,5.2631578947368425
245,False,Instagram: bryanmouque 🧭 ❤️C❤️,3851,896181,785,81530160,True,bryanmouque,3876,True,3965,human,0.9775535939470366,0.9712484237074401,0.0008759391239046576,4,30,0.999124827473951,,4,27,6.75
246,False,BLM • JUSTICE FOR #ElijahMcClain ❤️,5697,531,340,192422813,True,LinaMurrey12,10200,False,3622,human,2.816123688569851,1.5728879072335726,0.64030131826742,6,35,0.6096440872560276,,6,30,5.0
247,False,"The hub for digital professionals & entrepreneurs to connect & learn | ملتقى محترفي القطاع الرقمي وروّاد الأعمال

Download our last report:",5574,169753,2790,96738962,True,ArabNetME,23140,True,3901,human,5.931812355806204,1.4288643937451935,0.01643564473087368,21,139,0.9838301177097882,,22,117,5.318181818181818
248,False,x,2119,77,357,67378896,True,MonicaHuffman,316,False,4016,human,0.07868525896414343,0.5276394422310757,4.636363636363637,1,1,0.1774193548387097,,1,1,1.0
249,False,Our firm specializes in helping small businesses and individuals with their accounting needs.,2205,49,22,137367585,True,marc_wasserman,3155,False,3767,bot,0.8375365011945846,0.5853464295195115,0.4489795918367347,13,93,0.6901408450704225,,13,81,6.230769230769231
250,True,I am hilarious and you will quote everything I say. ***My opinions & thoughts are that of my own so just saying; Han shot first***,58987,121,420,2617776859,True,Ha_Rudy1,7857,False,2230,human,3.5233183856502244,26.451569506726457,3.4710743801652892,25,130,0.22365988909426987,,25,106,4.24
251,False,I am a bot. I post selections from Lovecraft. Every time I post something offensive I donate $5 to https://t.co/lhHFUO6NvZ,22,223,2,878028362589118464,True,lovebotcraft,13820,False,1153,bot,11.986123156981787,0.019080659150043366,0.008968609865470852,20,122,0.9911111111111112,,20,103,5.15
252,False,"Acquisitions Editor, Author, Communications Expert, Information Marketer. I love to help writers. Let me know how I can help YOU! terry@terrywhalin.com",2130,200894,198748,15475578,True,terrywhalin,55110,False,4415,human,12.482446206115515,0.4824462061155153,0.9893177496590242,21,151,0.5026849029881744,,21,131,6.238095238095238
253,False,#OperationGridlock #MichiganStrong #StandUpMichigan RTs do not equal endorsements,50831,884,1500,189009947,True,kvandry,29221,False,3631,human,8.047645276783255,13.999173781327459,1.6968325791855203,8,81,0.37080536912751677,,8,74,9.25
254,False,"Daughter of Heroes! Mother of Dragons! Wife of a living legend! Proudly African! Kickass CA(SA), Womandla✊🏾",564,146,272,376183647,True,SheIsChuchu,692,False,3256,human,0.21253071253071254,0.1732186732186732,1.8630136986301369,16,107,0.3492822966507177,,16,92,5.75
255,False,"Strength and conditioning coach at Wes-del high school... I have dreams to own my own training facility... I've got a 5yr old lab/husky mix, he's awesome",2608,439,317,266344843,True,bvanmatre29,3659,False,3445,human,1.0621190130624092,0.7570391872278665,0.7220956719817767,26,153,0.5806878306878307,,26,128,4.923076923076923
256,False,St.   High Alumni | 2014 State Champs,1185,10,0,2590771538,True,TheDrakeMorirz,1268,False,2245,bot,0.5648106904231626,0.5278396436525612,0.0,9,37,1.0,,7,29,4.142857142857143
257,False,"German Momma Bear to Tony🖌24, Aaron 🥁 18 & my furbaby Xena 🐕 1💕 Honesty & Loyalty are my mottos!  Books📚 & Music 🎶 speaks to my soul! Single & Happy!",18840,350,1775,24383198,True,lemlamora,10486,False,4175,human,2.511616766467066,4.512574850299401,5.071428571428571,32,149,0.16470588235294117,,31,118,3.806451612903226
258,False,x,3,120,0,292559186,True,TayrlaneF,897,False,3395,human,0.2642120765832106,0.0008836524300441826,0.0,1,1,1.0,,1,1,1.0
259,True,A bot telling you to go outside ~ Updates twice a day at random times ~ Run by @Azilipe,19,8,0,4810350176,True,GoOutsideBot,2470,False,1668,bot,1.4808153477218224,0.011390887290167866,0.0,19,87,1.0,,19,69,3.6315789473684212
260,False,Twitter oficial del Gobierno de la Ciudad Autónoma de Buenos Aires,0,1885637,115,37494271,True,gcba,18232,True,4125,human,4.419878787878788,0.0,6.098734804206748e-05,11,66,0.9999390163711878,,11,56,5.090909090909091
261,False,"I'm Me and that's all I know how to be! 
SHE...HER...MeMe!",1494,292,633,74450446,True,mzjonz75,4591,False,3990,human,1.15062656641604,0.3744360902255639,2.1678082191780823,11,58,0.31567567567567567,,11,47,4.2727272727272725
262,True,"занимаюсь тетром , играю в ваебол, сижу в кантакте и одоклассниках,люблю собак!",133,0,0,890673349818548224,True,nogkgosem2227,260,False,1118,human,0.23255813953488372,0.11896243291592129,,12,79,,,12,68,5.666666666666667
263,True,Just a little blue canoe in a big sea of red. 🐶 💕,3301,14,109,1453070640,True,TuckerAng,2272,False,2644,human,0.859304084720121,1.2484871406959153,7.785714285714286,13,49,0.11382113821138211,,13,37,2.8461538461538463
264,True,x,1075,2,0,274212548,True,feeeeeelickss,1596,False,3430,bot,0.46530612244897956,0.31341107871720114,0.0,1,1,1.0,,1,1,1.0
265,False,"Principal Dancer with San Francisco Ballet. Guest with ABT, Mariinsky, Bolshoi, La Scala and Tokyo Ballets. Former dancer with ENB and Royal Ballet.",1730,184976,1131,18619979,True,balletrusse,4721,True,4244,human,1.1123939679547596,0.40763430725730443,0.006114306720871897,23,148,0.9939228508331229,,23,126,5.478260869565218
266,False,"6 member band, country/contemporary/worship, original songs, youth-oriented, followers of Jesus. Unsigned. Follow lead singer/songwriter, @mattfrankmusic",13,449,0,464260842,True,WeAreNorthBound,298,False,3139,human,0.0949346925772539,0.00414144632048423,0.0,15,153,1.0,,15,139,9.266666666666667
267,True,"Christian,son,brother,cousin,nephew,husband,father,friend,writer,loverofbeauty,creativity,originality",2378,41,341,123209023,True,MrDesBrown,3453,False,3810,bot,0.9062992125984252,0.6241469816272965,8.317073170731707,1,101,0.10732984293193717,,1,101,101.0
268,False,x,1410,103050,70,2383682650,True,JaredPaggi,709,False,2359,human,0.30055108096651123,0.5977108944467995,0.0006792819019893256,1,1,0.9993211792086889,,1,1,1.0
269,False,"| SNW |  Minho 민호  มินโฮ พี่เหี่ยว ชเวมินเหี่ยว นายสมเหี่ยว~~ONE DIRECTION ! 
 I'm Nice.^________________^ // ♥♥♥♥",54,38,0,321394589,True,sn_mngkng,1746,False,3346,human,0.5218170950388523,0.016138673042438732,0.0,18,115,1.0,,15,96,6.4
270,False,http://t.co/68reo3QGLu http://t.co/kSd0WDXXDn,2202,10,8,288884968,True,abloggerblogs,2992,False,3401,bot,0.8797412525727727,0.6474566304028228,0.8,2,45,0.5555555555555556,,2,44,22.0
271,True,Do you like fast? Come in! 😻😻😻 https://t.co/JBmqFadtnX,199,2,0,2980315426,True,Ana63Annick,29,False,2042,bot,0.014201762977473066,0.09745347698334966,0.0,8,54,1.0,,8,47,5.875
272,False,"I am who I am, you approval is not needed! ✨ A Wife @Beurick",2451,475,329,50595800,True,dewiesumarga,22978,False,4073,bot,5.6415418610360915,0.6017677387674932,0.6926315789473684,14,60,0.5907960199004975,,14,47,3.357142857142857
273,True,@Intentionalist_ founder. #Sustainability & #CSR strategist. #SocEnt. #ImpInv. A cappella. #AIFirstMovers. @AthleteAlly & @IslandWood board member.,17244,5323,900,262940385,True,lauraclise,13395,True,3451,human,3.881483627933932,4.996812518110692,0.1690775878264137,16,147,0.8553752209545236,,16,132,8.25
274,False,Celebrate the Creative.,386,941713,212,14423603,True,beatsbydre,495,True,4506,human,0.10985352862849534,0.08566355969818021,0.00022512166657994527,3,23,0.9997749290017782,,3,21,7.0
275,True,x,354763,970,2702,3287818560,True,trillmadeg,220800,False,1854,human,119.09385113268608,191.3500539374326,2.7855670103092782,1,1,0.264161220043573,,1,1,1.0
276,True,I am a REALTOR® in BHC and owner at Granite Peak Photography. Check out my website for the latest listings near the Colorado River. Instagram @brandonbrre,88,214,623,923747634770190336,True,brandonbrre,190,False,1027,bot,0.18500486854917234,0.08568646543330087,2.911214953271028,26,154,0.25567502986857826,,26,129,4.961538461538462
277,True,x,24315,7294,7341,152313793,True,WhereTruthRulz,3385,False,3727,human,0.9082371880869332,6.5240139522404075,1.0064436523169729,1,1,0.4983942603348138,,1,1,1.0
278,False,"Official account of Dirk Kuyt, former football player for @FCUtrecht, @Feyenoord, @LFC, @Fenerbahce and the Dutch national team",302,1808775,224,236980532,True,Kuyt,1016,True,3507,human,0.28970630168234957,0.0861134873110921,0.00012384072092991113,18,127,0.9998761746136952,,18,110,6.111111111111111
279,False,"Pro' Shit-Talker
Future Money Maker 
Ex Part-Time Hoe
South Lover
#Multi #OVO #IndigoChild #Broward",4729,236,0,524035064,True,MultiAlumniWill,11025,False,3080,bot,3.5795454545454546,1.5353896103896103,0.0,11,99,1.0,,14,85,6.071428571428571
280,True,x,392,9,90,97525613,True,Gberg2119,86,False,3897,human,0.022068257634077496,0.10059019758788812,10.0,1,1,0.09090909090909091,,1,1,1.0
281,False,Director and Producer • Free Thinker • Prod. Co. Owner • Married to @iMatriarch • Proud Dad      • Cuban American🇺🇸 • Host @GrowUpLive,148268,143229,4671,16523905,True,robbystarbuck,61657,True,4341,human,14.203409352683714,34.155263764109655,0.032612110675910605,28,134,0.9684178498985802,,23,107,4.6521739130434785
282,True,x,1396,10,9,14164058,True,chandoo81,2471,False,4537,human,0.544633017412387,0.3076923076923077,0.9,1,1,0.5263157894736842,,1,1,1.0
283,True,‏عجباً للحمقى 🙄,3089,999,2889,327422553,True,mags1398,56553,False,3336,bot,16.952338129496404,0.9259592326139089,2.891891891891892,3,15,0.2569444444444444,,3,13,4.333333333333333
284,False,"Curvy model + Teen advocate | I create things @foundationfrst | Ftd. in Teen Vogue, FOX26 + etc.",68230,5140,245,1125910016,True,kweenklarke,85256,False,2760,human,30.889855072463767,24.721014492753625,0.047665369649805445,18,96,0.9545032497678737,,18,79,4.388888888888889
285,False,Actress/Part Time Lesbian ➕ Owner of @ohsob1 🌻,2796,563609,952,87035888,True,BrookeLVincent,28793,True,3942,human,7.30416032470827,0.7092846270928462,0.0016891142618375506,8,46,0.9983137340340548,,8,39,4.875
286,True,x,1928,111,282,29099266,True,mottdrizzle,964,False,4153,human,0.2321213580544185,0.464242716108837,2.5405405405405403,1,1,0.2824427480916031,,1,1,1.0
287,False,"Fine, I'll do Twitter.",5313,154,116,2435615786,True,PostModernTwitr,4854,False,2323,human,2.089539388721481,2.287128712871287,0.7532467532467533,4,22,0.5703703703703704,,4,19,4.75
288,False,"🇺🇸 🇭🇹 | J.D. Candidate at Fordham Law | Alum of Bates College & U of Hawaii, M.Ed. | DE&I Practitioner | Former Educator & Coach | Sports Enthusiast | #BLM",18353,1077,2043,101974483,True,EFMathieu,785,False,3879,human,0.20237174529517918,4.731374065480794,1.8969359331476323,31,155,0.3451923076923077,,31,125,4.032258064516129
289,True,جَميلة هي الحَياهّ عندَما نَعيشَها ؛ وَ قُلونَا بَيضَاء !,26,4,699,842898461859205120,True,dreesen_ellyn,119,False,1250,human,0.0952,0.0208,174.75,10,57,0.005689900426742532,,10,48,4.8
290,False,Reporter at KOKH Fox 25 in Oklahoma City,2278,1076,873,272633657,True,McKennaEubank,6454,True,3433,human,1.8799883483833382,0.6635595688901835,0.8113382899628253,8,40,0.5520779887121601,,8,33,4.125
291,True,How do you like my site? 😙😙😙 https://t.co/tArkIwaJp6,203,4,55,1407458851,True,unzhe,26,False,2661,bot,0.00977076287110109,0.07628711010898158,13.75,8,52,0.06779661016949153,,8,45,5.625
292,False,"“Tension is who you think you should be, relaxation is who you are.”",601,27613,104,111936162,True,DamarisLewis,15912,True,3846,human,4.137285491419656,0.156266250650026,0.0037663419403903956,13,68,0.9962477901648807,,13,56,4.3076923076923075
293,True,"John Solomon is an award-winning investigative journalist and founder of Just the News. He has worked at AP, WaPo, TWT, and The Hill.",20,711342,361,523248016,True,jsolomonReports,5873,False,3080,human,1.9068181818181817,0.006493506493506494,0.0005074914738620804,23,133,0.9994927659430971,,23,111,4.826086956521739
294,False,Raccoon :D,1,18,149,1476400334,True,AliceDiana12,630,False,2635,bot,0.23908918406072105,0.0003795066413662239,8.277777777777779,2,10,0.10778443113772455,,2,9,4.5
295,False,x,7417,39,423,69474732,True,alic2583,1962,False,4009,human,0.4893988525816912,1.8500873035669743,10.846153846153847,1,1,0.08441558441558442,,1,1,1.0
296,False,The ONLY Official TWITTER for the rock group KISS • #EndoftheRoad World Tour Info 👇,12396,1598468,188,22549812,True,kiss,21684,True,4187,human,5.178887031287318,2.960592309529496,0.00011761261407797967,15,83,0.9998824012170223,,15,69,4.6
297,False,"I don't consider it a genre as much as a level of hell. 
🎵 Built by @jazzs3quence, @binarygary & @allisonplus",4,20,0,957420619494240257,True,genrenator,1832,False,934,bot,1.9614561027837258,0.004282655246252677,0.0,19,109,1.0,,20,89,4.45
298,False,@Harry_Styles & @Louis_Tomlinson are in a committed relationship the rest is just bs. Suspended from Twitter 9x 😎👊🏻💪🏻,64785,82902,17912,1135877646,True,1D_Beards,271852,False,2757,human,98.60428001450852,23.498367791077257,0.2160623386649297,18,117,0.822326264209336,,18,100,5.555555555555555
299,True,x,623,14,188,598218154,True,zmithzeven,929,False,2999,human,0.30976992330776926,0.20773591197065688,13.428571428571429,1,1,0.06930693069306931,,1,1,1.0
300,False,"Busy life but DETERMINED to be GREAT! God Lover Trap music listener Woman of all trades CEO of @KingsKlutches Petite model, stylist & Runway coach #ProFashional",209,807,689,24906161,True,TK_Lenae,66437,False,4172,human,15.924496644295303,0.05009587727708533,0.8537794299876085,26,160,0.5394385026737968,,26,135,5.1923076923076925
301,True,I'm just Here to help inspire the world and help people to see and realize the value in their life so then they can respect the value in others life,2252,90,560,3332902257,True,winlifenow1,3207,False,1888,bot,1.6986228813559323,1.1927966101694916,6.222222222222222,30,148,0.13846153846153847,,30,119,3.966666666666667
302,False,"Diseñadora de Indumentaria, Productora freelance. Bloguera capricorniana y sonriente. Simultanear-Multitask-ChicaOrquesta EsoSoy",8480,16567,1355,281815044,True,lulubiaus,15804,False,3415,human,4.627818448023426,2.4831625183016106,0.08178909881088911,11,128,0.9243945988170963,,11,118,10.727272727272727
303,False,Taçsız Kral Metin Oktay,8604,250067,56496,78126385,True,MetinOktay_Gala,3749,False,3977,human,0.9426703545385969,2.163439778727684,0.22592345251472606,4,23,0.8157116155569981,,4,20,5.0
304,False,Senior writer at S&P Global Platts covering US power markets. Gardener. My own views.,3924,2530,1028,20711495,True,JAndersonEnergy,13144,True,4205,human,3.1258026159334125,0.9331747919143877,0.40632411067193674,14,85,0.7110736368746486,,14,72,5.142857142857143
305,True,"ok,and?",95,9,0,188483855,True,alistopthat,135,False,3632,bot,0.03716960352422907,0.026156387665198236,0.0,1,7,1.0,,1,7,7.0
306,False,x,2033,11,139,435169246,True,dou123456,3292,False,3172,bot,1.0378310214375788,0.6409205548549811,12.636363636363637,1,1,0.07333333333333333,,1,1,1.0
307,False,Poeta. Palestrante. O Tempo. Encontro com Fátima Bernardes fabricio.carpinejar@subajunto.com/contato@subajunto.com Livro: https://t.co/qteh3Zr3GX,30,834612,14862,41425651,True,CARPINEJAR,33135,True,4108,human,8.065968841285297,0.007302823758519961,0.01780707682132536,11,145,0.9825044674704582,,11,135,12.272727272727273
308,False,"First Partner of California. Filmmaker behind @representpledge and the @maskyoulivein, founder of @therepproject. Married to @GavinNewsom and mom of 4!",24141,46696,1426,327684727,True,JenSiebelNewsom,16084,True,3336,human,4.821342925659472,7.236510791366906,0.03053794757580949,20,151,0.9703669839158805,,20,132,6.6
309,False,MY NIGGAS OUTTA LINE AND WE ROLL LIKE THE ROLLTIDE #iValueMyLife,451,961,830,38537315,True,Teddypinderass,266142,False,4121,bot,64.58189759767046,0.10943945644261102,0.8636836628511967,11,64,0.536571747627024,,11,54,4.909090909090909
310,False,DM(V) MT '20 BMW's Relocation Intelligence Specialist/Project Manager,7417,818,491,413403853,True,CortlandChien,30900,False,3199,human,9.659268521412942,2.318537042825883,0.6002444987775061,8,69,0.6249045072574484,,8,62,7.75
311,False,"Analyst by profession, adventurer by choice!! Learning to be a contrarian in the herd! Tweets are personal. No endorsements!",6111,184,99,1389895872,True,contrarian_mind,6172,False,2668,human,2.313343328335832,2.29047976011994,0.5380434782608695,19,124,0.6501766784452296,,19,106,5.578947368421052
312,False,I'm a geek who loves emerging technology and all kinds of music.,231,242,649,15731377,True,septembersound,3194,False,4397,human,0.7264043666136002,0.05253581987718899,2.6818181818181817,12,64,0.2716049382716049,,12,53,4.416666666666667
313,False,"Power for Students, Solidarity with Teachers Campaign - standing in solidarity with @CTULocal1 and fighting for the schools students deserve!",2077,37,54,739774489,True,PSSTChicago,2930,False,2935,bot,0.9982964224872232,0.7076660988074958,1.4594594594594594,20,141,0.4065934065934066,,20,122,6.1
314,False,声で表現するお仕事を中心に、書いたり描いたり録ったり撮ったり考えたりと、いつの間にやらエンタメ系なんでも屋。,0,1095411,0,81534243,True,MY_MURMUR,26966,True,3965,human,6.801008827238335,0.0,0.0,1,54,1.0,,1,54,54.0
315,False,x,3738,1070,1015,378278231,True,shelbeyonce_,28159,False,3253,human,8.656317245619428,1.149093144789425,0.9485981308411215,1,1,0.513189448441247,,1,1,1.0
316,False,x,1279,15,60,382996982,True,missyaller,1827,False,3245,bot,0.563020030816641,0.3941448382126348,4.0,1,1,0.2,,1,1,1.0
317,True,"Born again. A Dad and a Spouse. Blessed. Humble prideful then humble again, Big time sports fan, Vandy grad. Titans season ticket member. Nurse Practitioner.",1577,121,269,608703511,True,strattdi,1428,False,2987,human,0.4780716437897556,0.5279544693672581,2.2231404958677685,25,157,0.31025641025641026,,25,133,5.32
318,True,Gazeteci,6,344912,894,28313220,True,fkoru,1187,False,4157,human,0.28554245850372867,0.0014433485686793362,0.0025919654868488194,1,8,0.9974147354296918,,1,8,8.0
319,False,"Artist. Actress. Advocate. Autsie. 
I make pretty things for people.
🎨🎶🎬

#Ehlersdanlos #MCAS #Aorticaneurysm",17047,1198,984,300948695,True,chronicbaddie,6452,False,3380,human,1.9088757396449705,5.043491124260355,0.8213689482470785,12,109,0.5490375802016498,,14,94,6.714285714285714
