created_at,default_profile,description,favourites_count,followers_count,friends_count,id,location,screen_name,statuses_count,verified,account_age_days,account_type
2009-08-28 02:02:05,False,,7417,39,423,69474732,unknown,alic2583,1962,False,4009,human
2009-03-02 23:05:31,False,The ONLY Official TWITTER for the rock group KISS • #EndoftheRoad World Tour Info 👇,12396,1598468,188,22549812,unknown,kiss,21684,True,4187,human
2018-01-28 01:10:38,False,"I don't consider it a genre as much as a level of hell. 
🎵 Built by @jazzs3quence, @binarygary & @allisonplus",4,20,0,957420619494240257,Earth,genrenator,1832,False,934,bot
2013-01-31 03:20:17,False,@Harry_Styles & @Louis_Tomlinson are in a committed relationship the rest is just bs. Suspended from Twitter 9x 😎👊🏻💪🏻,64785,82902,17912,1135877646,Xfactor bathroom & The Closet,1D_Beards,271852,False,2757,human
2012-06-03 10:15:21,True,,623,14,188,598218154,unknown,zmithzeven,929,False,2999,human
2009-03-17 16:20:41,False,"Busy life but DETERMINED to be GREAT! God Lover Trap music listener Woman of all trades CEO of @KingsKlutches Petite model, stylist & Runway coach #ProFashional",209,807,689,24906161,The United States of TK,TK_Lenae,66437,False,4172,human
2015-06-18 16:37:59,True,I'm just Here to help inspire the world and help people to see and realize the value in their life so then they can respect the value in others life,2252,90,560,3332902257,"Los Angeles, CA",winlifenow1,3207,False,1888,bot
2011-04-14 01:12:19,False,"Diseñadora de Indumentaria, Productora freelance. Bloguera capricorniana y sonriente. Simultanear-Multitask-ChicaOrquesta EsoSoy",8480,16567,1355,281815044,Capital Federal/ S.Antonio de ,lulubiaus,15804,False,3415,human
2009-09-28 21:25:49,False,Taçsız Kral Metin Oktay,8604,250067,56496,78126385,Florya,MetinOktay_Gala,3749,False,3977,human
2009-02-12 20:01:31,False,Senior writer at S&P Global Platts covering US power markets. Gardener. My own views.,3924,2530,1028,20711495,NYC,JAndersonEnergy,13144,True,4205,human
2010-09-08 21:03:58,True,"ok,and?",95,9,0,188483855,"bloomingdale,il",alistopthat,135,False,3632,bot
2011-12-12 19:10:53,False,,2033,11,139,435169246,unknown,dou123456,3292,False,3172,bot
2009-05-20 19:11:41,False,Poeta. Palestrante. O Tempo. Encontro com Fátima Bernardes fabricio.carpinejar@subajunto.com/contato@subajunto.com Livro: https://t.co/qteh3Zr3GX,30,834612,14862,41425651,Brasil,CARPINEJAR,33135,True,4108,human
2011-07-01 23:58:19,False,"First Partner of California. Filmmaker behind @representpledge and the @maskyoulivein, founder of @therepproject. Married to @GavinNewsom and mom of 4!",24141,46696,1426,327684727,San Francisco,JenSiebelNewsom,16084,True,3336,human
2009-05-07 22:45:31,False,MY NIGGAS OUTTA LINE AND WE ROLL LIKE THE ROLLTIDE #iValueMyLife,451,961,830,38537315,unknown,Teddypinderass,266142,False,4121,bot
2011-11-15 21:04:04,False,DM(V) MT '20 BMW's Relocation Intelligence Specialist/Project Manager,7417,818,491,413403853,"Montclair, VA",CortlandChien,30900,False,3199,human
2013-04-29 16:43:47,False,"Analyst by profession, adventurer by choice!! Learning to be a contrarian in the herd! Tweets are personal. No endorsements!",6111,184,99,1389895872,India!,contrarian_mind,6172,False,2668,human
2008-08-05 02:49:50,False,I'm a geek who loves emerging technology and all kinds of music.,231,242,649,15731377,"ÜT: 38.67507,-90.316079",septembersound,3194,False,4397,human
2012-08-06 03:38:08,False,"Power for Students, Solidarity with Teachers Campaign - standing in solidarity with @CTULocal1 and fighting for the schools students deserve!",2077,37,54,739774489,unknown,PSSTChicago,2930,False,2935,bot
2009-10-11 06:34:29,False,声で表現するお仕事を中心に、書いたり描いたり録ったり撮ったり考えたりと、いつの間にやらエンタメ系なんでも屋。,0,1095411,0,81534243,TOKYO JAPAN,MY_MURMUR,26966,True,3965,human
2011-09-22 23:07:29,False,,3738,1070,1015,378278231,unknown,shelbeyonce_,28159,False,3253,human
2011-10-01 02:33:54,False,,1279,15,60,382996982,Pittsburgh,missyaller,1827,False,3245,bot
2012-06-15 02:26:31,True,"Born again. A Dad and a Spouse. Blessed. Humble prideful then humble again, Big time sports fan, Vandy grad. Titans season ticket member. Nurse Practitioner.",1577,121,269,608703511,"Nashville, TN",strattdi,1428,False,2987,human
2009-04-02 10:15:59,True,Gazeteci,6,344912,894,28313220,"İstanbul, Türkiye",fkoru,1187,False,4157,human
2011-05-18 16:31:35,False,"Artist. Actress. Advocate. Autsie. 
I make pretty things for people.
🎨🎶🎬

#Ehlersdanlos #MCAS #Aorticaneurysm",17047,1198,984,300948695,unknown,chronicbaddie,6452,False,3380,human
2011-10-01 15:19:20,True,Do you like it gently? Come in! 💚💚💚 https://t.co/ll0j0Syrsf,58,2,0,383260714,unknown,mi2mi5,12,False,3244,bot
2017-10-27 01:26:44,True,"Professional Sports Handicapper. Covering NFL, NBA, MLB, NHL, Soccer and Tennis since 2009. Constant profit using 3 Unit scale. DM for info about packages.",15,1122,3370,923722600848809989,United States,The_King_Capper,215,False,1027,bot
2013-02-21 04:30:06,False,#ContentStrategy | #SocialMedia | #DigitalMarketing | Content Strategy Manager at @TN_Marketing,702,1585,2644,1202983213,"Twin Cities, Minnesota, USA",JustinSimonson,2521,False,2736,human
2010-06-27 11:53:58,False,自由民主党衆議院議員（6期、東京18区: 武蔵野、府中、小金井市）元防衛副大臣、総理補佐官、慶應義塾大学大学院および米国ジョンズ・ホプキンス大学SAISで修士号取得。現在、衆院安全保障委員会筆頭理事、憲法審査会委員、子どもの貧困対策推進議連幹事長。日本スポーツ協会理事、日本スケート連盟会長、 東京都銃剣道連盟会長。,14269,50086,739,160175660,東京都,nagashima21,17492,True,3705,human
2010-12-10 06:20:30,True,"just trying to get through this crap mostly with distractions like inane thoughts, photos I took. he/him. Black Lives Matter. Love is love. Wear a mask.",12543,61,520,224925029,unknown,uselessdoug,2273,False,3540,human
2013-08-12 04:00:53,True,"“Cherish these nights, Cherish these people, life is a movie but they’ll never be a sequel” Queen™️ Chicago 🏙",22603,409,390,1664100104,SC: its_maakaykay,MakaylaKeshawn,22794,False,2564,human
2012-02-13 12:44:28,False,"Dancreprenuer 
@nrityashakti 
contact@nrityashakti.com",8888,680345,183,491258363,Mumbai,MohanShakti,6911,True,3109,human
2009-03-21 17:24:50,False,29. Florida. FSU. Cast Member. 🔮💎💚🍻🌸☀️,10317,259,271,25699873,Florida,rebekahaha,9917,False,4168,human
2013-01-08 02:52:03,False,"Reporter for @Axios | politics, immigration, demographics | send tips and data to stef@axios.com or stefkight@protonmail.com",1879,4223,1204,1069811420,Virginia,StefWKight,6993,True,2780,human
2011-01-14 05:38:41,True,Ashanty Siddik Hasnoputro Hermansyah | CP teguh 081287854363,16,1038871,242,238028607,unknown,ashantysiddik,7199,False,3505,human
2009-09-01 21:19:58,False,"crocheter, scrapbooker, book/comic reader, movie/tv fan, music lover, taker of photos, traveler when I can, concert goer, fun finder....",670,51,297,70789063,"Austin, TX",LaraRomary,388,False,4004,human
2009-10-29 03:56:12,False,"Song Writer, Guitar Player, Bass Player, Drummer",0,849,1770,85989198,The Midwest and Beyond,DandaFunk,4818,False,3947,bot
2009-02-05 22:17:14,False,"State gov and politics reporter for @azcentral, @arizonarepublic, @USAToday network. Adjunct @cronkite_ASU. Proud @azrepublicguild member. Tips? 602-653-6807.",10288,6243,2461,20195338,"Phoenix, AZ",mpolletta,34502,True,4212,human
2013-03-12 15:34:02,True,Founder Of Michael Essien Foundation#gameofhope.⚽️,41,676032,402,1262229906,unknown,MichaelEssien,1205,True,2716,human
2012-07-18 16:09:01,False,"Our mission is to serve people of all ages, races and genders affected by HIV/AIDS. We fund bold, visionary & brave trailblazers determined to end the epidemic.",3497,8451,660,703335756,"SoHo, New York City",MACVIVAGLAMFund,3547,False,2953,bot
2010-10-26 18:42:45,True,You love it harshly? Come in! 💛💛💛 https://t.co/P3GPrvjz5F,309,10,0,208149044,unknown,psicodelica_lt,51,False,3584,bot
2009-06-25 08:57:23,False,#Playboy Playmate turned Photographer• Unrelenting Optimist •Writer• MMA Enthusiast •Media Production• Chronically Curious •Bachelor of Science in Psych• ENFP,16113,232638,4044,50595242,"Los Angeles, CA",JessicaVaugn,44079,True,4073,human
2012-07-18 21:53:22,True,,1951,6,43,703857318,unknown,qty_3,2633,False,2953,bot
2014-02-10 21:35:37,True,"Interested in Astronomy🔭,Photography📷 & Space 🚀 Man father husband    Star Wars & Star Trek fan✨🌙",32935,877,770,2336493886,near Verona Italy,santone1973,27112,False,2381,human
2009-03-17 16:28:27,False,Murrow award-winning and Emmy-nominated journalist and news anchor.,3126,2498,2494,24907451,"Colorado Springs, CO",AdamAtchison,16455,True,4172,human
2009-05-07 22:40:55,False,"I like long walks on the beach...and then to be dragged through the sand by an off-road vehicle, and then hurled off a catapult.",6832,2313068,647,38536306,BobSaget.com,bobsaget,2833,True,4121,human
2014-04-04 11:00:08,True,How do you like my site? 😙😙😙 https://t.co/ZiaEs1mbZD,154,5,0,2459700563,unknown,ninnellag,32,False,2328,bot
2009-12-10 18:06:45,True,"Public school graduate and advocate, dancer, sometimes pescetarian, mother of two lovely Bardians. My tweets are my own.",9877,484,274,95951978,unknown,lguisbond,4625,False,3904,human
2013-07-17 05:23:40,True,snapchat: its_jacelynnn Venmo me 😩 Jacelyn-Wilbanks,13055,238,294,1600134836,unknown,WilbanksJacelyn,11026,False,2590,human
2012-11-20 16:30:36,False,"Content Manager @EvaluateVantage, the online news source for pharma, medtech and biotech analysis. “Editorially unafraid to call your baby ugly”",240,938,1058,960765194,"London, UK",ByJoFagg,2035,False,2828,human
2009-12-21 06:54:30,False,The only way is GOD's way.,146,5812417,354,98310564,Philippines,aldenrichards02,9525,True,3894,human
2011-10-09 02:49:39,False,Predictive & Relational #Astrologer Certifications in #Astrology #ReikiMaster #PositivePsych Inquiries StarsMoonandSun@yahoo.com  Readings link below,101650,60205,7262,387450674,NYC to Pluto 🚀,starsmoonandsun,267948,False,3237,human
2009-04-01 05:06:56,True,"Escritor, roteirista e dramaturgo",169662,746457,358,28055231,São Paulo,WalcyrCarrasco,47596,True,4158,human
2017-08-11 23:37:48,True,Живу!! ышу!!! юблю и любима!!!,89,0,0,896153708991590400,unknown,yqslawchtgsf291,186,False,1103,human
2011-03-06 15:03:40,False,,877,13,27,261715746,unknown,jandry7428,1453,False,3453,human
2011-09-27 20:59:22,False,Always remain humble,2361,64,156,381157528,"Hollywood, Los Angeles",gabbs_01,2780,False,3248,bot
2015-05-15 19:56:46,True,,332,317,488,3257929151,unknown,Ncaffee6,382,False,1922,bot
2014-04-15 02:22:31,False,"Making each day count!
 #nnps
#vapta
#afsp",3465,194,339,2444756300,unknown,Lu_moments,659,False,2318,human
2015-11-13 17:42:21,False,A poetry project created by Alison Knowles and James Tenney and the Siemens 4004 computer in 1967. Twitter version by @hugovk and SSBot for #D004x in 2015.,11,224,41,4180417402,unknown,ahouseofdust,35414,False,1740,bot
2013-08-05 18:31:08,True,,2084,31,16,1648367670,unknown,andrew_beard,2842,False,2570,bot
2013-04-08 19:45:07,True,せどりを初めて絶好調です！！,0,834,824,1337464171,unknown,blog_takara,16498,False,2689,bot
2010-05-01 21:57:45,False,The Scuba Diver - Scuba diving News 24/7,1,9217,2037,139202541,Canada,DiveSiteNet,6590,False,3762,bot
2009-05-30 12:38:04,False,Mickey Mouse Club reject and former stripper at Jumbo's Clown Room.,3473,627008,377,43522180,Hollywood - New York - London,Courtney,9019,True,4098,human
2016-03-16 02:04:17,True,,4444,17,58,709923207847874560,"Texas, USA",lucila_marie,153,False,1617,human
2012-11-25 23:38:49,False,,12236,350,255,970982604,"Nova Friburgo, Brasil",tauanegarcia_,15108,False,2823,human
2011-10-10 21:10:23,False,Inversionista y Networker,46869,1093,172,388502138,Buenos Aires,CrisRodriguezco,84780,False,3235,human
2010-12-23 17:25:19,False,Account was hacked and I ain't even know it 😂,2363,166,409,229906582,South Korea,Camy_Wamy,3300,False,3526,bot
2008-12-03 10:14:50,False,"https://t.co/WQy5d5nyTu
https://t.co/laCwP3vRB6
https://t.co/ECtYIm5PHC
instagram - @halsparks 
BookHal@icloud.com",52640,104023,2231,17833574,Turn off Notifications! Boom!,HalSparks,92618,True,4277,human
2016-10-20 18:41:54,True,I’m over it 🙄,7710,20,318,789174820864794624,"Alabama, USA",brandyland10,2424,False,1398,human
2016-10-23 02:29:22,False,Subtly charming organizer. Tv fanatic. Evil web nerd. Unapologetic reader. Social media buff.,0,19,48,790017240733278208,"Dublin City, Ireland",DanielGennaoui,2,False,1396,bot
2012-02-07 15:04:30,False,EMMY award winning newscast director/TD for WFLA News Channel 8 -  Husband. Step-Dad. Boston sports fan. Living my life 2 screens at a time... #Preview #Program,2012,500,2437,485758924,"Tampa, FL",KyleBMercier,2602,False,3115,human
2009-05-09 04:29:32,False,Universal Music Group Vannessa.Amadi@va-pr.co.uk mekkamillions@gmail.com +234 808 719 2902,607,4254877,2668,38797799,unknown,TiwaSavage,38105,True,4120,human
2011-04-23 18:09:28,False,"""The opposite of love isn't hate. It's indifference."" Elie Wiesel #Vegan #Artist. Music,theatre,horses (not necessarily in that order). #WorstPresidentInHistory",6721,545,527,286790217,"Long Island, NY",Cateresa777,2394,False,3405,human
2011-01-27 20:44:28,False,Photographer for Arsenal Football Club. Instagram @pricey_afcphoto,5023,101576,286,243794165,Pitchside,Priceyd101,9728,False,3491,human
2011-08-30 15:15:24,False,E-Concept Developer & Promoter,2308,46,81,364913101,Copenhagen,oddnysunna,3161,False,3276,bot
2009-04-21 23:00:10,True,living and learning!,990,20,135,34079698,"Michigan, USA",Genobaby05,1177,False,4137,bot
2015-02-27 09:56:15,True,,1170,5,46,3046120975,unknown,Hubery_Hou,1667,False,2000,bot
2013-08-06 01:23:13,True,,2457,30,0,1649155531,California,ThisIsWhatIDox2,3416,False,2570,bot
2012-01-08 10:03:04,True,Author and columnist.,836,26162,333,458234232,Here and There,marwanbishara,8630,True,3146,human
2010-06-29 16:10:41,False,"https://t.co/MKlAk1xPaS , https://t.co/si9VvUiF4N , https://t.co/zoxJzw2cOg , YouTube https://t.co/B1BrjoHHeW",370,267263,574,160963548,Brasil,albertonigianne,9811,False,3703,human
2011-09-02 18:56:34,False,reporter @yahoofinance covering the Fed + econ. 👟 and R&B enthusiast. via @spgmarketintel @federalreserve @syracuseu 🍊 say hi: brian.cheung@yahoofinance.com,6804,5092,983,366744934,NYC,bcheungz,15825,True,3273,human
2016-09-05 08:08:59,True,tfb teamfollowback followback ifollowback follow4follow teamautofollow instntfollowback autofolow500aday,158,0,0,772708087119679488,unknown,TobiePuppy,366,False,1444,human
2009-07-08 23:00:24,False,Follow @HousingWorks for the latest!,5520,30521,1406,55060406,New York City,HousingWorksBks,20191,False,4059,human
2011-10-08 05:21:56,False,"Estudios de Arquitectura, Administración de Empresas; Proyectos Sociales. Capacitador.",10906,916,74,386934416,unknown,BotRevolucion,38737,False,3238,human
2009-09-28 20:56:52,False,"I am a Brazilian mixed martial arts,who has fought both in Japan and United States.I am a former UFC Light Heavyweight and Heavyweight champion.",140,1492643,84,78120081,Brazil,vitorbelfort,15152,True,3977,human
2011-06-28 03:36:42,True,,2,0,0,325329890,unknown,EaganBuckminste,101,False,3340,human
2009-03-12 00:48:33,False,"Runner, @Netflix Binge Watcher, Mainliner of Nutella, Beer Lover, Book Nerd and Dog Mama at all other times.",1487,2157,1141,23863527,NYC (born & raised!),KreeBeau,12765,False,4178,human
2012-04-15 23:09:06,True,How do you like my site? 😙😙😙 https://t.co/zOfXBTdW5R,70,6,0,554703706,unknown,LucaEliaTattoo,16,False,3047,bot
2007-05-24 22:26:03,False,"Author from Britain. Not the musician. Writer/creator CASTLEVANIA @Netflix, also wrote some comics and books. Rep: Cheng Caplan Company. Me: https://t.co/KhsOx1SuXz",5042,488058,523,6297852,link to newsletter is,warrenellis,2046,True,4835,human
2016-10-12 19:18:02,False,Inspired by a certain pattern-matching game. Made by @brindelle.,0,40,1,786284811212075010,unknown,dailyoblo,1397,False,1406,bot
2013-03-07 19:50:46,False,,35386,1381,1095,1249904934,"Punta Arenas, Chile ",daniela___caro,75041,False,2721,human
2011-04-21 07:05:38,True,,78,3,0,285482683,unknown,beitacampos,122,False,3408,bot
2009-02-24 16:04:38,False,,1164,31,649,21766005,"Ho Chi Minh, VN",AnhDangSSS,460,False,4193,bot
2010-01-18 18:33:10,False,"Seja bem-vindo ao perfil oficial do lutador de MMA e Palestrante Junior dos Santos, o Cigano.",2508,1317958,354,106170524,"Miami, FL",junior_cigano,9395,True,3865,human
2010-05-01 22:10:34,False,iyiler ilk görüşte tanınmaz / yazar / bu hesap @hiilaldogru tarafından yönetilmektedir.,99,371033,455,139205255,unknown,EmrahSerbes,319,False,3762,human
2009-03-02 22:53:32,False,,67,2793744,750,22548403,unknown,TomFelton,10010,True,4187,human
2012-11-30 03:02:45,False,Producer at @HLNTV @MorningExp #amnewser | #Gryffindor & #Pukwudgie Potterhead | Opinions are my own. RTs ≠ endorsements,882,163,180,979638601,unknown,MichaelLeeNews,1809,False,2819,human
2010-12-21 15:49:56,False,"I hate the Jonas brothers, I hate Miley syrus, I hate Hannah Montana, I hate Justin beiber, I hate Tom Brady... Currently enrolled @ UMES class of 20??",11,21,0,229122421,No where near THE WHITE MAN!,Racist_Randy,159,False,3528,human
2015-09-09 18:35:09,True,,16346,75,390,3506959932,"Pacific Beach, CA, USA",asalagiri,8514,False,1805,human
2016-07-02 09:17:42,False,"CEO @spacetechies & @spartanhack_. Expert in #leadership, #innovation 💡and #digitaltransformation💻 by @mit. Lawyer. PhD. #Education #Startups 🚀",13585,39603,29994,749170170413940736,"Madrid, Comunidad de Madrid",aserrano1001,19143,False,1509,bot
2013-07-13 01:55:04,False,#LongLiveBands ❤️.,1778,842,336,1589907487,"Maryland, USA",____BRose,12843,False,2594,human
2015-04-13 16:14:50,True,,3,11,2055,3164603961,unknown,sheallen2000,7,False,1954,bot
2016-09-03 14:48:42,True,T.O ;OneLve,130,1,0,772083903771336704,unknown,RodriguezJungle,301,False,1445,human
2010-06-18 17:17:08,False,"I’m not bad, I’m just drawn this way. ➖ Photographe https://t.co/6q7xWDQtIs 📸",22499,3427,168,157034224,Bordeaux,SultanPopi,41089,False,3714,human
2011-12-15 14:22:33,False,"Financial Journalist• Ex-FOREX• S&P 500• Au Trader-SGX• BA,BSc (Hon)• PhD• Diagnosis: Blood-Skin Cancer• 2nd A/C @mobasharahmed2 /🌹Retweet for Follow Back 💯🙏",13135,142624,118717,437523529,unknown,mobasharahmed,126591,False,3169,bot
2012-03-26 08:54:49,False,"Vivo in uno stato di trance permanente. Sono cosciente di essere  incosciente, come un rospo che si morde la coda",4929,434,1087,537139665,"Toscana, Italia",HypnoAle,9186,False,3068,bot
2009-07-28 05:19:04,True,Come in😁 https://t.co/7wCZ8xYojK,65,4,0,60820070,unknown,Belbracon,22,False,4040,bot
2013-09-26 13:21:35,True,Simple baby. Model \ Travel. Waiting you at https://t.co/LwmVAahyN5,338,6,0,1907893790,unknown,AurelieSai,56,False,2518,bot
2015-05-04 14:18:50,False,Hardcore book lover. Tech ninja. Avid food buff. Music scholar. Avengers Fan. Hrithik Roshan Fan.,8319,1274,922,3185320003,India,Shakshi_Shah,86788,False,1933,bot
2010-05-24 14:41:20,False,"Periódico digital venezolano fundado por Teodoro Petkoff. Noticias, reportajes, análisis y opinión. 20 años hablando Claro y Raspao.",1292,1480816,21186,147589125,"Caracas, Venezuela",DiarioTalCual,1195696,False,3739,human
2011-07-02 23:19:33,False,"45 is a new multimedia magazine blog dedicated to the Americas Cup World Series .and Multihull racing,",2407,692,0,328210196,The Venues,ACWS45,13438,False,3335,human
2011-11-04 18:42:25,False,,101,520347,109,405015059,Istanbul / Türkiye,mungan_murathan,4926,False,3210,human
2009-05-12 20:21:36,False,This is the official Twitter page for the Corporate Nature's Table. That's good stuff! #eatsmart,1159,1103,1720,39586129,"Orlando, FL",natures_table,3417,False,4116,bot
2010-03-11 20:01:50,True,,2404,61,28,122159370,"Jacksonville, Florida",tlc614,3288,False,3813,bot
2011-07-01 03:09:39,True,writer • host/producer of @MCUniversityPod & @StrictlyMonkin et al. • human Rolodex,190316,909,215,327164781,Jersey City via Punta Gorda FL,TheJakeChristie,39090,False,3337,human
2013-06-18 17:21:29,False,Podcast @TheCut | alumna @99piorg,26714,29046,4209,1528307430,avery.trufelman@nymag.com,trufelman,92,True,2618,human
2012-10-16 07:44:52,True,,26,1,0,883951634,unknown,sopitchayajangj,26,False,2864,bot
2012-03-16 13:23:31,False,,1847,520,419,526391347,unknown,raffa_brigante,10455,False,3077,bot
2013-08-09 16:14:52,False,,13644,792,290,1658061462,"Florida, USA",idarksynth,18679,False,2566,human
2011-05-16 00:01:47,False,My house smells of rich mahogany and I have many leather bound books -Anchorman,958,1920015,224,299373263,"Houston,Los Angeles,West Palm",JustinVerlander,2654,True,3383,human
2013-07-11 16:18:35,False,"Editor @Kitaab || Digital Co-ordinator @Himalayanwrite || Writer || Book Reviewer || @uniofeastanglia Alum || 
➡️ Capturing life, one story at a time",48743,1202,321,1586237918,#YaadonkaKarkhana ,PrivyTrifles,31635,False,2595,bot
2012-02-05 07:48:51,False,,148,168610,85,483656289,unknown,anlyzambrano,8563,False,3118,human
2015-04-02 17:15:16,True,My twitter feed is an even combination of DC politicos and Bravo reality tv stars.,493,76,1113,3131317623,unknown,stewartejones,79,False,1965,human
2017-06-19 18:25:01,True,,39,0,0,876868437498363904,unknown,ohfynkbjaje625,217,False,1156,bot
2013-09-19 02:37:43,False,https://t.co/5K9aI8wrLa,1566,31,36,1881679015,"Maryland, USA",MchughDiane,4419,False,2526,human
2009-04-26 03:32:19,False,🏳️‍🌈🇲🇽,3135,60,208,35391199,California,HEYJESSlCA,3261,False,4133,human
2017-06-12 21:34:12,True,People only know me cause of my siblings,1536,13,52,874379332579405826,"Oak Park, IL",BetterThanKepa,163,False,1163,bot
2009-04-29 18:48:35,False,"Delivering unrivalled performance, Arc'teryx quality conveys absolute confidence.",32751,133385,27616,36439939,"Vancouver, BC",Arcteryx,27993,True,4129,human
2010-05-28 15:39:07,False,,1619,18,0,149163313,unknown,caski09,2369,False,3735,bot
2018-06-07 19:18:13,True,"We’re shaping the promise of our democracy through voter registration and participation. Because #WhenWeAllVote, we can change the world.

📲 Text VOTE to 56005",2409,83964,295,1004804740105035777,unknown,WhenWeAllVote,3694,True,803,human
2016-10-04 13:09:20,True,A person who thinks for social changes : how,776,9,53,783292921114140672,"Ramgarh Gymkhana, Ramgarh",patna_ranjeet,1368,False,1414,human
2012-12-12 15:42:25,True,,2366,112,244,1006639362,unknown,Albalushi92H,3524,False,2806,bot
2010-12-30 01:24:54,False,"«La mia Musica, io e Voi...»",2841,895,168,231999899,Roma,Diletta123,9553,False,3520,bot
2017-06-21 02:32:04,True,قد قال لي أبوي خاو المناعير ترا اردي مل الحديدهتصدي,25,5,0,877353395538935808,unknown,bktxskhutioflq1,182,False,1155,bot
2010-06-27 12:13:43,False,,1220,500,2575,160179878,Napoli,roscoffo,6760,False,3705,human
2010-12-17 03:29:26,True,"Been in the Q.C. since 1997; it's home. Married, two great kids and love being outdoors doing about anything",6490,6683,714,227545922,"Charlotte, NC",SUdelsonWSOC9,19489,True,3533,human
2009-04-13 19:14:35,False,Goofy by nature; lunatic by default.,2006,31,85,30933781,State of Confusion,magickalspectre,2679,False,4145,human
2009-12-24 12:16:56,False,Menajerlik: Sen Ajans infosenajans@gmail.com,620,1570295,243,99092563,unknown,gulsen,5320,True,3890,human
2016-12-09 14:23:22,True,پایگاه خبری رخداد های کشور,649,27,0,807229152612925440,"Tehama, CA",hade3sazan,1386,False,1348,human
2009-02-09 17:35:57,False,No need.,2116,59,252,20450738,"Inland Empire, Cali ",RCravensIII,2934,False,4208,bot
2007-11-13 21:52:24,False,,3465,6,0,10228502,New York,barland,5260,False,4662,human
2015-04-04 01:45:20,False,"Meteorology Graduate | NSFW @ Times | Just a friendly derpy bolf who loves hugs, video games, racing, and weather | ❤️🐻@kiranking9078🐻❤️",18251,861,1238,3132102629,"Maryland, USA",IndyWolfy,4917,False,1964,human
2011-04-07 06:05:08,False,#puglife,2429,102,0,278399214,"West Chester, PA",ellle_eM_,4783,False,3422,bot
2007-05-04 15:11:22,False,Suzuhito Yasuda 夜桜四重奏、ブーツレグ、デュラララ、デビサバ、ガンダムビルドファイターズ、デジモン、ダンまちなどなど。ガーッと喋って、ピタッと止んで、の繰り返しです。リプライあまり返せず申し訳ないです,2771,198654,1114,5768282,東京都世田谷区桜新町,suzupin,52620,False,4855,human
2009-02-24 04:14:21,False,@CNN commentator. New York Times bestselling author. Dartmouth. Harvard Law. Columbia IRAAS. Former White House aide. https://t.co/w4gKAjVx3n,5299,236265,1057,21728303,New York,keithboykin,48629,True,4194,human
2011-06-16 16:14:45,True,You love it harshly? Come in! 💛💛💛 https://t.co/pnJGDSiPxR,115,11,0,318512526,brasil,ytaloyuri,20,False,3351,bot
2011-11-29 02:13:19,False,i am a writer from nepal,209,122,343,423891097,Nepal,pathak_ujjwal,412,False,3186,human
2009-06-06 07:40:05,False,Parody Account,296,1155477,557,45090120,"Long Beach, CA",vincestaples,2334,True,4092,human
2013-02-19 13:47:13,True,I want you... 💫💫💫 https://t.co/sagMFRkdA6,369,29,0,1197221184,"Tete , Cidade, Mozambique",Junior15640582,72,False,2737,bot
2010-11-30 21:35:40,False,"Academy Award Winner ---
Producer | Director | Writer | Actor --- “Shameless Imagination”",1418,29739,545,221512549,Los Angeles,RogerCorman,1984,False,3549,human
2016-01-02 15:06:47,True,"Business Transformation Expert, Consultant, Bidding Expert, Economist, Accounting & Finance Expert & Investor, Marketing Professional, Author, Coach & Mentor,",2144,195,3545,4696841353,unknown,Cresslaan,7332,False,1690,human
2008-12-13 05:53:39,False,"♥ ∞ = ♥#Creativity + ♥ #Innovation + ♥#Entrepreneurship — Be Cool & Be Good to each other! — Entrepreneur, philanthropist, data nerd, tech nerd, red hat hacker",23389,723,131,18094575,IG: @DavidASEM,DavidASEM,10801,False,4267,human
2007-02-23 12:27:26,False,Eu sou a BBC News Brasil e tuíto sobre notícias no Brasil e no mundo. Participe de um diálogo global aqui comigo!,513,2647393,912,790680,"Londres, GB, e São Paulo, BR",bbcbrasil,222306,True,4925,bot
2012-06-04 14:02:01,False,,28,15,67,599269165,Greece,billsouvas,11,False,2997,human
2009-06-03 07:05:45,True,Official Instagram:   https://t.co/IGidYuutpw         Official Facebook: https://t.co/G5wFdYnuKE,148,2434326,115,44312605,unknown,jhutch1992,589,True,4095,human
2009-01-18 08:13:47,False,"I paint Women. Pin-up, Burlesque, Warriors, Fantasy. https://t.co/sikIrHhNcC https://t.co/kCu5TGDy23",754,30457,454,19139694,"Malibu, Ca. USA",OliviaPinupArt,7442,False,4231,human
2010-10-30 23:10:05,False,,50895,309,646,210242862,Connecticut,Angelfan984,20331,False,3580,human
2017-06-21 04:14:09,True,,15,1,0,877379085214679040,unknown,wzagotbyldelw11,162,False,1155,bot
2009-07-30 01:07:27,False,Call me Dragon.,1428,4,1,61347634,unknown,Syroid,2143,False,4038,bot
2010-02-20 07:48:14,False,"μ'sワンマンライブ全通おじさん(別名：高専の就職率を下げた男)。社畜。飲み会と(海外)旅行等が趣味。 2020年JGC修行中。最近乃木坂46に興味あり。独身寮を独身のまま出ていかないのが目標。
これまでに行った国→🇺🇸🇸🇬🇵🇼🇵🇭🇹🇼🇮🇩🇲🇾🇦🇪
Next trip→",485,829,1458,115873334,永遠のsoldier game対策委員会,a_kamesaki,240097,False,3833,bot
2012-09-10 16:19:48,False,,2319,316093,1648,815537202,"Los Angeles, CA",AndraDayMusic,3634,True,2899,human
2011-10-28 01:10:05,False,mommy & fiancé 👶🏼💍,2323,206,0,399777705,unknown,HEJ_Xoxo,3167,False,3218,bot
