created_at,default_profile,description,favourites_count,followers_count,friends_count,location,screen_name,statuses_count,verified,account_age_days,account_type
2014-05-03 01:58:51,True,Easy Rider,1440,20,192,"Sydney, New South Wales",WangRuoshi,2103,False,2300,bot
2013-05-16 18:59:35,True,extremely tired secondary school student.,2109,9,30,unknown,Tinuin_,3021,False,2651,bot
2012-09-24 18:50:28,True,Attorney-turned environmental activist. Fighting for children and small communities. Giving a voice to the voiceless.,2200,17,82,unknown,jmrosser2001,2824,False,2885,bot
2014-02-05 01:18:48,True,Fight where you stand.,436,829,58,wherever there's a cop beatin' a guy,DystopianQuotes,51850,False,2387,bot
2016-09-24 23:48:46,True,Hi! I'm a former New Jersey Devil who's now a cowgirl (Oy vey!) My life has een an eclectic mix of the❝Jrsey hore❞ & Wild West!,109,1,0,unknown,irmahowell20991,170,False,1424,human
2012-10-27 19:18:46,False,the heck,2488,41,0,unknown,imrnnnnn,3487,False,2852,bot
2010-02-01 14:17:43,False,"👫🏻💍24 Yrs, 3 adult kiddos, 8 kitties, 3 doggies, Teacher, Music & concerts=🥰, ❤️NKOTB, 🌎🛬",13961,188,177,"Kentucky, USA",MichelleRiceKy,8701,False,3851,human
2009-12-02 21:38:50,False,"Model ❤ Actress ❤ Feminist ❤️Philanthropist ❤️
🎓LL.B, LL.M ✝️ God 1st ✝️ Mommy👩‍👧
sophiesafepassage@gmail.com",2,42898,220,Los Angeles,sophieturner1,5544,False,3912,human
2011-07-08 17:55:04,False,"CHAT WITH ME 1-ON-1 

👇🏻",313,1087957,5,unknown,IrynaIvanova,4005,True,3329,human
2011-12-12 19:10:53,False,,2033,11,139,unknown,dou123456,3292,False,3172,bot
2010-10-22 19:11:28,True,"Crime reporter, true crime author, tv-host and International Emmy-Awardwinner..",8,323680,3,Hilversum,PeterRdeV,5243,True,3588,human
2011-04-22 00:21:56,True,,934,11,1006,"Valle del Cauca, Colombia",pipe1408,1401,False,3407,bot
2017-05-08 21:23:06,True,"Lover of animals, people, plants, good espresso, sequin pants, and weighted blankets. 📎",841,67,618,"Nashville, TN",itslaurabeth,397,False,1198,human
2007-07-07 17:22:38,False,XR Dev @PlayWhiteRabbit saving the world w/ emotion and @4Keys2Fun. TEDx https://t.co/C4TY7j7xwt 20 women in games. Designed 1st iPhone game @TiltWorld @XEODesign,20017,11508,5875,State of Pronoia,NicoleLazzaro,17194,False,4791,human
2013-04-19 15:33:31,True,now on earth，exploring the unknown world,1296,6,119,北京,goldway2013,1801,False,2678,bot
2014-12-29 00:06:53,True,"Progressive white cishet male filmmaker, humanist and futurist. Please follow the link below ⬇️ Manager of @LetsTalkHeralds. He/his.",39715,258,2511,"Alameda, CA",JSolRogue,13914,False,2060,human
2010-04-25 00:42:35,False,"Business owner, the road to success is paved with failure, humility, and #Bitcoin",1849,93,0,unknown,VictorZhagui,404,False,3769,human
2016-09-01 21:34:02,True,taking shots in life,11360,408,534,"Monroe, GA",JohnnyTsunaml,1926,False,1447,human
2012-08-21 18:05:02,True,Do you like it slowly? Come in! 🍒🍒🍒 https://t.co/xhjNXGkSOv,96,11,0,unknown,LorenzoEda,34,False,2919,bot
2017-06-20 23:54:19,True,محذووووووووووووووووووووووووووووووف,30,1,0,unknown,nokxhbhcz2859,255,False,1155,bot
2011-05-06 21:07:07,True,,7316,76,190,"Orange County ,Ca.",whairat,8041,False,3392,bot
2018-06-29 08:04:08,True,,290,6,10,"Nueva York, USA",5boys1D2,499,False,782,bot
2009-05-26 11:23:33,False,"“If they don’t give you a seat at the table, bring a folding chair.” - Shirley Chisolm

she/her",63807,516,535,"Little Cape Verde, Dorchester",SenoraErica,74500,False,4102,human
2011-09-20 09:00:25,False,"Artisan en grosses bêtises, tous supports, depuis plus de 20 ans.",1572,1895706,1539,Paris,JeanLucLemoine,14825,True,3256,human
2009-02-24 09:38:42,False,Storyteller,288,550229,13433,unknown,sutterink,16529,True,4194,human
2011-03-27 11:41:16,True,,6,16,0,unknown,paulrgreg,137,False,3432,human
2009-07-07 00:12:39,False,Tá no ar Di Boa Sessions 2 com @geerocha!,4905,1438032,755,Brasil,DiFerrero,16346,True,4061,human
2016-07-09 22:32:38,True,Christian ❤️ profile is private because of drama 🤷🏻‍♀️,7956,34,499,unknown,jill_venezuela,1030,False,1501,human
2009-09-13 22:43:00,False,BMG Records. #HeadAboveWater Album Out Now 🌊,893,21129421,169,unknown,AvrilLavigne,4148,True,3992,human
2012-02-07 02:03:45,False,I see through all of your transparencies and oversee your facades. *check out my content on IG:@karmas_brother 🚧💥🚧💥,9326,433,565,Hell Paso,Karmas_brother,20090,False,3116,human
2007-06-14 20:37:24,False,National Association of Hispanic Journalists/Asociación Nacional de Periodistas Hispanos Estamos aquí putting #MoreLatinosInNews.,15161,33384,10966,"Washington, DC",NAHJ,34364,True,4814,human
2013-12-01 09:56:57,True,Model \ Fitness. Waiting you at https://t.co/9OMxZby6J9,148,17,134,unknown,tsang_lam,42,False,2453,bot
2010-11-18 08:59:20,False,Recording Artist 🎙 | American Bully King 👑 CEO of @RealRapMag | @BullyMascots 🦍🌴™️ @BreadBoiz 🍞👶 instagram 📸 IG: BreadBoi,16341,569009,493104,"Detroit, MI",BreadBoi,230952,True,3562,human
2011-07-02 02:49:39,True,,2336,72,147,unknown,HilOmernik,2961,False,3336,bot
2008-09-10 20:04:12,False,"Dad to Colton - Seahawks, Mariners, Jazz, and Trailblazers Fan - Hungry to travel the world.",2693,1121,688,"Boise, ID",jeffconnell,4454,False,4360,human
2010-06-29 11:08:20,False,Tetap Berdoa & Lakukan Usaha Terbaikmu,76,169,0,"Depok, Jawa Barat",s_putra88,565,False,3703,bot
2012-09-11 10:18:50,False,This is the official Twitter account of the U.S. Embassy Lisbon! Visit us on FB at https://t.co/x7yaPGzehM.,193,7356,299,"Lisbon, Portugal",USEmbPortugal,14238,True,2899,human
2011-07-03 23:13:21,False,Probably at a concert. She/Her/Hers. ✌🏻 ❤️ 🎶 🌈,42851,177,263,|-/,vanreneee,3843,False,3334,human
2010-04-07 16:57:33,True,"Columnist, The Intercept. Host, Deconstructed podcast. Presenter, Al Jazeera English TV shows (UpFront & Head to Head). A Brit now based in DC.",2264,922554,2863,Washington DC,mehdirhasan,193579,True,3786,human
2013-11-03 15:17:15,False,艦これの15.2cm単装砲の非公式なりきり？アカウントです。「提督、こんな私でも使っていただけますか？」 アイコンは寺田しれー @mell_pp 、ヘッダは喜栄座しれー @kieyza にいただきました！,110554,1245,1230,ブイン基地,6in_gun_single,262528,False,2480,bot
2011-11-09 04:43:56,True,Cultivate Your New Experience,131,67,0,unknown,vonnillaa,6112,False,3206,human
2011-06-04 16:56:02,False,,2396,319,0,italy,pazzasclerata,5687,False,3363,bot
2012-02-22 01:31:05,False,"Citywide Veterans Director @NYCCouncil. @USNavy | @mccNYU alum. #NYC #Veterans Advisory Board | @504Dems, Co-chair VA #CVEB. Sometimes writer. RT ≠ endorse",172883,2921,1987,"New York, NY",NYMetroVets,22366,False,3101,human
2015-01-16 00:58:45,True,Activist. Dad. Emmy-winning Marketing Director @ComcastSport. Wanna help build the future of #sportstech: https://t.co/mWrxuatBvd,22400,53176,646,SF 🛩 LA 🛩 ATL,ryan_a_bell,16531,True,2042,human
2010-03-02 09:49:06,True,"Call me Jude (papa keyyo)
New Album Judika dapatkan di  seluruh KFC store indonesia.
New single : lebih dari cinta dan 
I love you..",5,826274,998,In God's hand..,Judikajude,12990,True,3823,human
2013-04-25 07:16:00,False,#hijabfashion #hijabstyle #hijabers,0,14894,6,Indonesia,hijabhijab,14763,False,2673,bot
2014-05-25 15:42:48,False,"@celia_dvrT
1000年の苦しみ",6737,83,382,Konoha,thxdxr,13023,False,2277,human
2013-01-09 18:50:33,True,,2288,17,55,"Denver, CO",creamer3000,2945,False,2778,bot
2009-07-10 23:03:53,True,"I Love God, Rock, and People.",93,54,273,unknown,WebbBooth,264,False,4057,human
2017-01-26 02:28:50,True,"I make a painting in the style of Gerhard Richter's ""color charts"" twice per day. I'm a bot by @xor.",0,96,3,unknown,256farben,809,False,1301,bot
2010-12-24 04:20:41,False,,5827,207,0,United States,_thadeus,25091,False,3526,human
2017-08-27 06:43:56,False,"Mom Blogger + Fashion Addict. Military Wife SAHM. 
Hogwarts student disguised as a regular wine drinking & decor loving mom that can't resist a good sale 👸🏾",112,92,86,"Brooklyn, NY",TatyannaIvory,544,False,1088,human
2009-07-03 15:33:34,False,,674,4233323,76,unknown,Actor_Siddharth,14629,True,4064,human
2011-10-26 21:14:32,False,Your source for everything Sarah Michelle Gellar. https://t.co/ZI1upfNQi1,190,35182,290,unknown,SarahMichelleGG,829,False,3219,human
2009-10-20 00:42:31,False,cigarettes. colorado noel. beth groves. BESTfriends. singing songs. good music. good anything. boyzzz. secret time. bad habits. loving life. everything ever!,5,9,0,unknown,everythingeverr,121,False,3956,human
2012-06-13 21:56:24,False,26 lesbian she/they 🏳️‍🌈 i love my grandma @nlyonne ♥️,34328,1132,468,unknown,JessiLyonne,28628,False,2988,human
2009-08-18 15:47:15,False,,540,19,0,unknown,DominiqueGASS,768,False,4018,bot
2011-05-08 02:29:40,False,"Hubby, Dad, Coach, Play golf when I can, Bike, Fish, Hunt, Shoot",1945,48,277,wv,bobsean86,2796,False,3391,bot
2009-06-05 18:31:10,False,"QA Guy, Actor, Musician, Sports Fan, Podcaster, thinks he's funny, will sell you dirt...",3256,341,186,unknown,TReinman,1580,False,4092,human
2009-02-15 14:24:05,False,Live your life to its fullest,5360,75,498,a sweet city in TX,cooltwin,1873,False,4202,human
2016-07-02 16:02:58,True,Digs dogs and Doctor Who. Not everyone's cup of tea.,143603,661,555,Wisconsin,bowtiesareco,18905,False,1508,human
2011-12-25 13:05:35,True,"Sr. Medical Device Development Engineer & inventor. Eagle Scout. Cancer Survivor. 13th gen Mayflower, Homeschooled 4 awesome children! #ArmorOfGod  IFB",158698,84024,82109,Bawston USA ,grindingdude,143079,False,3159,human
2017-03-17 23:14:28,True,ألهلال كاية لتنتهي,16,0,0,unknown,MaximaKraemer,149,False,1250,human
2010-07-18 12:17:29,False,"25, O's season ticket holder. Frequent match angler. 🎣
'I'm not here for the sake of it, I'm here for the fucking memories' - Justin Edinburgh ❤️",1262,1841,2812,London.,CraigDelew,14188,False,3684,human
2008-05-01 01:55:40,True,Senior Technical Writer and Star 3 Johnny G Spinning instructor,28334,191,570,"Brooklyn, NY",jwax,684,False,4493,human
2016-04-16 00:06:17,False,"Proudly serving/ Orgullosamente sirviendo a Brooklyn, Manhattan, and Queens",328,4478,267,New York,ReElectNydia,4077,True,1586,human
2011-07-10 05:48:50,False,I want you... 😁 https://t.co/6uDKmMO8SK,201,15,0,unknown,Eilish_04,69,False,3328,bot
2019-02-12 05:07:31,False,Experimental computer generated webcomic about space by @quartzcrusher inspired by A Softer World and deep space,0,127,0,unknown,a_softer,2011,False,554,bot
2009-11-07 00:39:45,False,BLACK LIVES MATTER. I make videos. @InternetTodayTV w/ @RickyFTW. Pic by @Mikes_notsane. He/Him,84768,51172,1534,unknown,EliotETC,25622,False,3938,human
2013-08-04 04:23:01,True,🤐,4115,350,290,tallahassee fl,VMA22,3253,False,2572,human
2012-01-29 02:52:35,False,🍒 somewhere doin sumthin. taurus. me v me.,47810,2825,2003,"Norfolk, VA",emteeee_,59450,False,3125,human
2013-08-22 21:18:38,True,,1971,8,0,The Universe,Chrysaor_239,2677,False,2553,bot
2011-02-16 21:17:51,False,follow 👉🏼 @GP3__,3382,199,223,unknown,griffpetersen,5446,False,3471,bot
2014-08-22 03:02:43,True,,5912,297,258,hell,bradinunlimited,2585,False,2189,human
2014-09-15 22:28:22,True,"Ich stelle nach undurchsichtigen Kriterien Dinge anderen Dingen gegenüber. Made by @ojahnn, special thanks an @noeddl.",0,17,0,unknown,VergleichBot,26583,False,2164,bot
2010-09-30 00:18:57,False,Please vote. It's really important.,9288,2262,369,"Portland, OR",TheSheDM,10042,False,3611,human
2016-09-08 04:46:45,True,"Disabled asexual. I love fighting fascists, dogs, and owls. And terfs can suck ass. Used to do pinup style daily. She/her pronouns.",107504,127,894,"Nebraska, USA",KittyKrugr,3986,False,1441,human
2008-04-15 00:25:20,True,,1530,36,9,unknown,Kevy,2070,False,4509,bot
2015-01-21 10:05:17,True,,1754,259,189,unknown,ILgrandeRIO,4326,False,2037,bot
2009-03-03 21:58:09,False,"She’s strong, but she’s exhausted. ~ r.h. sin ~ Bay Area girl. Love family, dogs, travel & wine.",157447,843,2307,"Oregon, USA",busyness,36079,False,4186,human
2010-04-28 08:42:52,True,小説、童話を書き、絵と絵本を描き、「よい子に読み聞かせ隊」の隊長として仲間と読み聞かせ活動をやってます。,83,415188,1596,東京都麻布十番,kagekineko,34298,True,3766,human
2013-12-12 05:16:49,True,👀,2562,86,0,BAY AREA ,mendoza_bayBee,2484,False,2442,bot
2009-03-16 18:35:53,False,"My new single #OKAllRight is out now. ✌🏻 New album #TherapySessions is out, too. Download and stream it now! https://t.co/04nk6XrdPx",764,1188709,64,"Nashville, TN",DavidArchie,7074,True,4173,human
2008-07-30 21:20:18,False,"Stand-upper, Zombie Therapist, Ball Dropper, Ravenclaw, @Nerdist Inventor and ID10T",1309,2613162,803,Lawss Angleez,hardwick,40386,True,4402,human
2012-04-27 01:45:11,False,"#ITweetMuseums...mostly insight into their collections & exhibitions. By day, I'm the @NYHistory Registrar for Collections. Founder of @ITweetMuseums. he/him",13498,4397,198,"New York, NY",MarkBSchlemmer,15257,False,3036,human
2016-09-04 07:44:38,True,"Roses are red, Violets are blue, Never Say Never cuz reams do come true. Belieber and Smiler since 2009♥Here to support Miley and Justin NO MATTER WHAT!",58,0,0,unknown,waltraudfay987,146,False,1445,human
2009-04-13 20:17:58,False,"PGA Pro-Golfer, love my kids, music & my Arkansas Razorbacks! Follow Me On Instagram: PGA_JohnDaly",4745,615848,133902,unknown,PGA_JohnDaly,12621,True,4145,human
2013-01-04 17:38:06,True,"Native SF, Husband/Dad, Ft. Cronkhite, Mt. Tam, Tahoe, KTVU FOX 2 Mornings on 2 and Noon Anchor
Instagram: @mikemibach",2781,5913,856,unknown,MibachKTVU,4037,False,2783,human
2009-10-21 02:33:40,False,"Storyteller | Entrepreneur | Speaker
https://t.co/fzQZgZNAFv",3571,1162179,242,NCR,_RavinderSingh_,18744,True,3955,human
2015-07-22 00:15:27,True,17•🇨🇦&🇨🇿•,18781,794,96,"Toronto, Ontario",sindyyyxo,25770,False,1855,human
2012-08-30 15:08:20,False,"Scott Randolph serves as the independently-elected Orange County Tax Collector. We tweet about taxes, automobiles and our great community. Tweets from Scott -SR",924,1249,473,"Orange County, Florida",OCTaxCol,3240,True,2910,human
2011-07-21 21:21:29,True,Delivering Wowful Educational Leadership Globally!🌎🌍🌏My views. RTs & Likes ≠ endorsement. Energetic Change Agent! Author of The Hand In The Back Of The Room.,1991,224157,58182,"Indianapolis, Indiana",ByronErnest,24187,False,3316,bot
2009-04-13 16:52:40,False,"Twitter oficial de Nívea Soares. Filha, esposa, mãe, ministra de louvor. Alguém procurando seguir a Jesus e levar outros a seguí-lo.",765,782877,724,"iPhone: 0.000000,0.000000",niveasoares,27139,True,4145,human
2015-02-21 14:28:13,True,,7486,57,77,Colorado Springs,llssyhollenbeck,7667,False,2005,bot
2009-04-14 09:39:41,False,"Cuenta oficial de 20minutos, el medio social y ciudadano. Información, análisis y contacto personal con los lectores las 24 horas https://t.co/9i88hfFiRB",4691,1429338,51397,Spain,20m,381521,True,4145,bot
2012-11-12 19:33:26,False,"Freelance Photographer, Single Parent, Cosplayer, Writer, Hiker. Horseback rider.   
support me @ https://t.co/bsGCF7jb4G",2384,30,125,"South Carolina, USA",AgentArkansas,1748,False,2836,human
2010-08-02 21:09:44,False,"Official Zac Posen Twitter. Fashion Designer, House of Z: Zac Posen and ZAC Zac Posen. Creative Director of Brooks Brothers Women.",4165,334439,619,"New York, NY",Zac_Posen,17795,True,3669,human
2009-03-24 03:51:40,False,16+yrBrainTumorSurvivor*NanoInfluencer&product reviewer📱*😘Shopping*Actress🎭*pop~culture*Foodie🍕🍝 &😍PR mail📬 🥰Halloween&Horror&DisneyN3RD🎃👸🏰,58304,772,4482,"Massachusetts, USA",Esummers112773,32544,False,4166,human
2010-02-25 01:07:05,True,"Periodista.Conductor y Productor de G5 Contenidos,Nunca es Tarde (FoxSports) y el Noticiero de Telefe// Presidente de San Luis De Quillota",3782,3200383,396,En mi querida Bs.As,germanpaoloski,29906,True,3828,human
2017-06-17 01:53:27,True,"اللهم صلي على محد وعلى الي محمد كما صليت على إبراهيم وعلى الي إبراهيم                           ((انك حيد مجي)).   صلو على محمد.....",29,0,0,unknown,grxlfelpwbyseq1,216,False,1159,bot
2014-09-20 17:28:05,False,"Associate Professor @HopkinsMedicine. #prostatecancer, #microbiome, tumor microenvironment",1313,1200,1299,unknown,sfanoslab,947,False,2159,human
2011-09-23 19:02:12,False,👑𝓕𝓪𝓼𝓱𝓲𝓸𝓷 𝓓𝓮𝓼𝓲𝓰𝓷𝓮𝓻👑,4440,18353,1979,unknown,berkeerolerkal,5433,False,3252,human
2009-03-10 05:44:26,False,founder @pglang an at service company,19,11759075,511,#TDE,kendricklamar,4251,True,4180,human
2009-09-19 00:27:26,False,,3274,32,161,"Bogotá, Colombia",Andreabm693,209,False,3987,human
2012-11-11 02:51:38,True,,2027,20,44,unknown,eagaff,3053,False,2838,bot
2011-07-08 23:57:04,True,,2972,147,400,unknown,jsailorrr,2504,False,3329,human
2012-09-18 22:44:44,False,JMU SMAD and Music Industry. I’m a magnet it’s what I do.,2677,226,779,"Virginia,  'Murica",Max_The_Milkman,8143,False,2891,human
2017-07-31 05:13:52,True,in arsene we trust,433,1,459,unknown,arswenger666,1163,False,1115,bot
2009-07-31 15:52:51,False,Animator | Digital Artist | VFX,2589,2144,2477,Vancouver,itsmesheik,5342,False,4036,bot
2012-06-09 06:31:44,False,"Singer, Choreographer, Ultra Angel, Playboy model, Philosopher. Sneaky Ninja and STIG in training. Iz just having Adventures baby !!!!",1669,43746,968,unknown,FrenchyAffair,2009,False,2993,human
2012-01-27 17:53:50,True,Cosplayer // Your favorite. Click at https://t.co/yNYi7tZBTg,500,17,0,unknown,pramodtwari94,104,False,3126,bot
2009-06-20 17:34:15,False,Entrepreneur. Strategy Designer. Dad. Coffee Lover.,3798,928,286,Massachusetts,CurtisStrategy,2346,False,4077,human
2018-02-02 22:41:23,True,Faves: Apple. Nikon. DJI. UBNT. SONOS. Synology. Tesla. Adobe. WD. Rubik's. NBA. GoT.,404,99,109,"Los Angeles, CA",TechTravelGuy,596,False,928,human
2018-06-28 00:34:25,True,Main account @sofiaprincipe69,275,46,77,"Califórnia, USA",1dvoteeplss,2882,False,783,bot
2014-01-19 19:45:05,True,,36,0,150,unknown,david54733,31,False,2403,bot
2013-07-26 13:12:12,True,"Interests include physics, Ancient Greek literature, cheering on the Patriots, and complaining about taxes. Notre Dame and UChicago alum.",30312,143,1369,unknown,wwolf_1994,3770,False,2580,human
2011-10-04 20:27:47,True,PEM life.,1685,15,43,"New York, NY",Zetazai,2264,False,3241,bot
2009-06-01 17:46:05,True,,1978,20,26,unknown,mariomoto,766,False,4096,bot
2009-01-21 21:17:20,False,,3861,101,633,unknown,feefee36,2478,False,4227,human
2011-09-20 12:16:11,True,,21,47347,211,"London, England",nataliejoel1,967,False,3255,human
2012-01-20 18:41:47,True,,1153,7,0,unknown,gabby_villa1,1577,False,3133,bot
2015-04-07 20:31:45,False,IG @ammonwilliamss,10094,358,332,909,moneycino,4171,False,1960,human
2013-04-05 02:43:41,True,,4852,16,856,unknown,pachingo99,2839,False,2693,bot
2017-12-30 19:13:34,True,I love my dog more than most humans. MSU. memphis. starkville. colorado springs.,851,131,410,"Colorado Springs, CO",MadiPouliot,892,False,962,human
2010-07-26 17:21:54,False,"Blogueiro, podcaster, gamer, cinéfilo, nerd, namorado e tio.",14794,171,1117,"Brazil, Joinville",lexmfBr,11645,False,3676,bot
2011-10-04 23:31:39,False,"Better times are coming! Keeping working hard to bring positive change!
DemcastTX
#BidenHarris2020
#TurnTexasBlue
#AffordableHealthcareNow
#ProChoice",162746,1964,2463,Texas,Life_Is_Fish,88680,False,3241,human
2015-01-05 19:49:46,True,"Amo la vita
amo rispettare il prossimo
amo essere rispettato 
la donna è meravigliosa vita",20425,234,898,unknown,ae6b1d98c461462,9976,False,2052,human
2010-10-24 02:08:07,False,"GTU Host-Medical Correspondent #ABC l Mother l Co-founder of Lucie + Gray Productions, Inc. #Hokie #DC #NOVA #KC #HI #SLC #UT",6459,23246,23022,"Utah, USA",suraechinn,10628,True,3587,human
2011-03-13 06:46:01,False,@umich & @Kennesawstate proud alumni - #GoBlue BLM | 🇸🇴🇺🇸,119,365,211,"Atlanta, GA",Hammyy0,6119,False,3447,human
2009-09-19 22:50:07,False,"Actor, gamer, streamer | Instagram: jdolley | I play lots of games on Twitch!",1414,1076628,424,California,jason_s_dolley,1153,True,3986,human
2007-05-11 00:31:28,False,"Bi Black geek girl, SF Giants fan, kitty mom, writer, librarian. I tweet about politics, sports, gaming, food, & cats. She/her. #BlackLivesMatter",67049,467,773,"Sacramento, CA",darkrose,45399,False,4849,human
2011-04-02 12:34:01,True,Instagram - m0ntalv0_ Snapchat - M0ntalv0,721,161,611,West Orange,J94montalvo,4093,False,3426,human
2012-10-08 23:12:48,True,im bad at making bios i mean you think you be more use to it sense you have to make one for everything but no how do you summarize someone in 160 characters.idk,2373,14,76,unknown,AlexRam0s_,3262,False,2871,bot
2014-07-27 01:50:15,False,"Emmy Winning #Actor - LA - Cobblestone Corridor @pbs / Influence @betplus / Double Belgian @itunes | Speaks Russian, plays Futbol - Insta @ NikolayMoss",6154,508,439,"Los Angeles, CA",NikolayMoss,2078,False,2215,human
2010-06-03 00:29:05,True,27. Video Game Addict. TTRPG PC. Music Junkie. Fueled by coffee. I take pictures sometimes.,2032,522,669,unknown,GinoNem,5373,False,3730,human
2016-10-16 14:15:12,True,,995,7,19,unknown,Ann___Taylor,1663,False,1402,human
2019-04-24 08:53:21,False,"All the reasons to go on an adventure!

Bot created by @gabjir",0,16,0,Into the Danger Zone,1reasontogo,92,False,483,bot
2017-06-19 16:36:31,True,,20,0,0,unknown,vwgdwairjj1441,115,False,1156,bot
2010-10-13 15:03:31,False,,7388,750,89,unknown,Armonja,13850,False,3597,bot
2017-05-04 01:12:02,False,A bot that looks at itself.,0,4,2,unknown,Introspectorbot,28773,False,1203,bot
2013-10-05 11:56:57,False,,392,20,28,Italy,amna_research,554,False,2509,bot
2009-05-09 04:29:32,False,Universal Music Group Vannessa.Amadi@va-pr.co.uk mekkamillions@gmail.com +234 808 719 2902,607,4254877,2668,unknown,TiwaSavage,38105,True,4120,human
2016-06-21 18:59:34,True,"I am the Particle of God that Permeates All Existence.

Content Creator on @Youtube. Streamer on @Twitch.  

Co-Founder of #DBDRatedR",3380,79,142,"Indianapolis, IN",GiveMeYourMiIk_,3929,False,1519,bot
2008-06-27 20:50:42,False,Weekly equestrian magazine with a popular news website and massive forum community,1159,118182,982,Britain,horseandhound,60086,True,4435,human
2014-05-15 02:50:13,False,"https://t.co/zbpQIXuJlI

Se parte de un grupo selecto que accede a información exclusiva que provee Alisa Strategy Accuracy!",26919,2716,2510,"Addison, Texas  U.S.A.",AlisaStrategy,31497,False,2288,human
2011-03-04 02:39:38,False,#GeometryNation | Fletcher High VBall Coach | FMS Baseball coach | PVC Coach | JU '99 #DisneyFreak,47492,425,814,"Jacksonville, FL",MMcGiveron,6271,False,3456,human
2009-09-12 11:00:30,True,怎么这么的喜欢呢~~~~,1431,10,0,unknown,smilemicky,1978,False,3993,bot
2017-03-02 07:06:32,True,9/08/17 rant acc. don't follow. I AM 18 GUYS,1428,0,79,unknown,totllynotn,2528,False,1266,human
2009-02-27 05:44:39,True,,912,19,0,unknown,angieshockey,1283,False,4191,bot
2012-10-09 18:20:45,True,,1186,2,15,unknown,Jjl1211Jjl,1806,False,2870,bot
2012-11-01 06:31:24,True,"ARTIST | BRAND INFLUENCER | DIGITAL MARKETING / PROMO INQUIRIES & BOOKINGS : hermainemofficial@gmail.com |
 Instagram & Tik Tok : @HermaineM_",19583,783524,23937,South Africa,HermaineM,57552,False,2848,human
2017-01-31 20:53:16,True,Just a man.....a simple man.,676,3,25,"Carolina del Norte, USA",JerryJRivas,1089,False,1295,bot
2012-11-09 16:33:50,False,Out here in cyberspace with you.,2323,13,43,unknown,AhmaOdemaan,3241,False,2839,bot
2018-06-18 12:51:22,True,"On the road in Boston & Beyond, exploring the fun, interesting and odd sights around New England. Join us on Instagram.",12290,21110,19484,"Massachusetts, USA",RNewengland,39801,False,792,human
2009-04-28 00:27:51,True,,1375,4,0,atl ga,BloodMoney23,2007,False,4131,bot
2012-01-17 04:45:25,False,"Real Estate Agent , license with Remax 1st Service. #napervillehomes #bolingbrookhomes #romeovillehomes #plainfieldhomes #bilingual.span/eng",524,77,56,bolingbrook,mariacasas01,1434,False,3137,human
2012-01-27 22:32:16,True,,1672,10,71,unknown,daltoncoe2,2524,False,3126,bot
2015-05-12 02:11:51,True,,2046,133,151,"Dallas, TX",asapcesar35,380,False,1926,human
2015-11-01 17:16:59,True,20 • isaick • $ValeriTrevino,18599,153,153,unknown,trevinovaleri,6175,False,1752,human
2012-07-15 20:09:38,False,Hope you're having an awesome day!,22216,83,239,"San Francisco, CA",ldeap3,2895,False,2956,human
2015-05-31 18:06:19,False,"20, He/Him, Music Producer/DJ, YouTuber/Streamer, Head of Content for @VeriphyGG, 1/3 of @mute_strangers, MGMT: indigoxmgmt@gmail.com",37024,1054,2199,"Tulsa, OK",tvppsmusic,4877,False,1906,human
2012-01-27 04:41:55,False,"Flows, Wiseguy Sweeper bets, Sharp money positioning & retail sentiment // Premium memberships via @SL_Steamroom https://t.co/XvYkND3pfE",10481,82819,7618,"Westhampton, NY",WallStJesus,150119,False,3127,human
2011-09-10 00:19:31,True,covering 2020 for Politico. DMs open AThompson@politico.com Secure Drop instrux: https://t.co/OY42qOTOEU newsletter: https://t.co/tACe99umDm,10014,29584,7385,"Washington, DC",AlxThomp,9480,True,3266,human
2012-02-15 16:45:27,False,Footballer - @FCBayern Instagram - https://t.co/Ro3DyrkRf8,7589,2488002,126,Munich,JeromeBoateng,2637,True,3107,human
2011-04-08 06:12:52,False,"The official Twitter of Natalie Bassingthwaighte - Singer, Actor and Presenter. CEO and Creative Director @iamchikhi",664,98838,259,Sydney ,nataliebassing,5650,True,3421,human
2009-03-15 20:35:47,False,Artist. Songwriter. Actress. SoSoDef...Stay Warm.,13445,91225,2537,ATL by way of Dallas ,Dondria,45471,True,4174,human
2008-08-10 20:24:52,False,Retired YouTuber. Ancestor of South African YouTubers. Bestselling author of These Things Really do Happen To Me & To Quote Myself. Rain CMO. IG: @khayadlanga,9074,545356,1818,South Africa,khayadlanga,160863,True,4391,human
2009-03-15 04:04:36,False,,4814,840,952,unknown,DeadRonn,160456,False,4175,human
2012-06-12 03:01:40,True,Proud Resistor. #Resistance #Bluewave #Resist #FBR Progressive Patriot. One by one we get stronger! Syracuse alum.,16352,5974,6585,unknown,LaurentJean2,15804,False,2990,human
2009-12-10 02:23:48,True,,546,6,14,unknown,jasonmessamer,815,False,3905,bot
2009-09-24 05:53:35,False,,430,23,0,greece,gdoskaris,878,False,3982,bot
2016-11-30 16:11:20,False,"Author of the ""Astonishing Aquanauts"" series. MC for ""Stars of Florida Water-Ski Team."" Father. Husband. #writing #writingcommunity #screenwriting",6102,920,1431,"Winter Garden, FL",thestevewelch,1781,False,1357,human
2016-05-13 18:05:14,True,Politically correct kinda gal...loves Bono U2,11741,1044,2097,unknown,calles_perii,9011,False,1558,human
