annotator,updated_at,annotation_id,sentiment,retweet_count,text,like_count,Unnamed: 0,lead_time,created_at,id,username
1,2023-02-27T06:58:34.007410Z,1984,Positive,0,@Pawiro_02 bau ajab ga tuh mulut lo,3,164,0.542,2023-02-27T06:58:34.007410Z,2161,jek___
1,2023-02-27T06:58:35.196539Z,1985,Positive,0,@ridholagan when yhaaa,1,165,0.873,2023-02-27T06:58:35.196539Z,2162,jek___
1,2023-02-27T06:58:56.352785Z,1986,Positive,0,@asyaku123 ya dek,1,166,20.801,2023-02-27T06:58:56.352785Z,2163,jek___
1,2023-02-27T06:58:57.336441Z,1987,Positive,0,@watermeclown muka lu rengasdengklok,6,167,0.6,2023-02-27T06:58:57.336441Z,2164,jek___
1,2023-02-27T06:58:58.137130Z,1988,Positive,0,@Julianoooooooo_ dah lama ngga nih,0,168,0.472,2023-02-27T06:58:58.137130Z,2165,jek___
1,2023-02-27T06:58:58.903227Z,1989,Positive,0,@mrssiwon407 ternyata,1,169,0.443,2023-02-27T06:58:58.903227Z,2166,jek___
1,2023-02-27T06:58:59.584263Z,1990,Positive,0,@BabaYag13427544 genjot,3,170,0.378,2023-02-27T06:58:59.584263Z,2167,jek___
1,2023-02-27T06:59:00.286595Z,1991,Positive,0,@prtwab o,2,171,0.383,2023-02-27T06:59:00.286595Z,2168,jek___
1,2023-02-27T06:59:01.115145Z,1992,Positive,1,@cahyadimania yg bajunya keluar2 suruh masukin ke liang lahat,17,172,0.51,2023-02-27T06:59:01.115145Z,2169,jek___
1,2023-02-27T06:59:01.809892Z,1993,Positive,0,@notaniceboy jgn ngatur tuhan,1,173,0.392,2023-02-27T06:59:01.809892Z,2170,jek___
1,2023-02-27T06:59:02.488819Z,1994,Positive,0,@nico_inoo beda,1,174,0.377,2023-02-27T06:59:02.488819Z,2171,jek___
1,2023-02-27T06:59:03.146844Z,1995,Positive,0,@AlmoAlgifary romantic,4,175,0.35,2023-02-27T06:59:03.146844Z,2172,jek___
1,2023-02-27T06:59:03.788628Z,1996,Positive,0,@anisahninik2 dikata uni soviet segala mau lu pecah,3,176,0.357,2023-02-27T06:59:03.788628Z,2173,jek___
1,2023-02-27T06:59:04.474517Z,1997,Positive,1,@_indadari_ beliin PS 2 teh,74,177,0.39,2023-02-27T06:59:04.474517Z,2174,jek___
1,2023-02-27T06:59:05.105366Z,1998,Positive,0,@cahyadimania gausah nyaut, tv lu masi tv tabung,23,178,0.346,2023-02-27T06:59:05.105366Z,2175,jek___
1,2023-02-27T06:59:05.780133Z,1999,Positive,0,@jadungg lagi hepi nih romannya,2,179,0.33,2023-02-27T06:59:05.780133Z,2176,jek___
1,2023-02-27T06:59:06.566366Z,2000,Positive,0,@AkangCabang tau apa lo soal unsur hara,8,180,0.395,2023-02-27T06:59:06.566366Z,2177,jek___
1,2023-02-27T06:59:07.190505Z,2001,Positive,1,@gaktaulupaa lisan yg jauh dari nur,29,181,0.345,2023-02-27T06:59:07.190505Z,2178,jek___
1,2023-02-27T06:59:07.835062Z,2002,Positive,1,@Zahrolajaa sopan kah nyuruh tetangga? mikir,113,182,0.324,2023-02-27T06:59:07.835062Z,2179,jek___
1,2023-02-27T06:59:08.490279Z,2003,Positive,0,@lufffmatcha sure,6,183,0.345,2023-02-27T06:59:08.490279Z,2180,jek___
1,2023-02-27T06:59:09.059251Z,2004,Positive,0,@Larasati_Nikken yakali rebutan ngerjain sesuatu sama istri sendiri, ya gue ngalah ajalah sebagai laki,54,184,0.283,2023-02-27T06:59:09.059251Z,2181,jek___
1,2023-02-27T06:59:12.794218Z,2005,Negative,82,akhirnya ngerasain juga jadi sosok ayah yang sesungguhnya

ngeliatin anak ketiduran depan tv langsung nyuruh istri… https://t.co/kjT1EJM7iv,1470,185,1.201,2023-02-27T06:59:12.794218Z,2182,jek___
1,2023-02-27T06:59:14.272293Z,2006,Positive,0,@maha_penyayangg enteng bat itu alat pengisap nanya ginian ye. KAGAK HEI,12,186,1.199,2023-02-27T06:59:14.272293Z,2183,jek___
1,2023-02-27T06:59:14.976010Z,2007,Positive,0,@JujuJunengsih15 ya itu tau,3,187,0.415,2023-02-27T06:59:14.976010Z,2184,jek___
1,2023-02-27T06:59:15.797512Z,2008,Positive,0,@urfavzaraa syukurla,2,188,0.423,2023-02-27T06:59:15.797512Z,2185,jek___
1,2023-02-27T06:59:16.544249Z,2009,Positive,0,@iler_ences biar saja nanti pun datang lagi,5,189,0.422,2023-02-27T06:59:16.544249Z,2186,jek___
1,2023-02-27T06:59:17.767802Z,2010,Positive,385,kamu tidur duluan aja, kasian pacar kamu mau watsapan sama selingkuhannya jadi ketahan,3161,190,0.895,2023-02-27T06:59:17.767802Z,2187,jek___
1,2023-02-27T06:59:20.615099Z,2011,Positive,0,@MrdhHalim ......,0,191,2.519,2023-02-27T06:59:20.615099Z,2188,jek___
1,2023-02-27T06:59:21.519860Z,2012,Positive,0,@aisheila507 gimana caranya,4,192,0.541,2023-02-27T06:59:21.519860Z,2189,jek___
1,2023-02-27T06:59:22.371750Z,2013,Positive,0,@akbarpratamasta nunggu ampe plafon,1,193,0.514,2023-02-27T06:59:22.371750Z,2190,jek___
1,2023-02-27T06:59:23.261816Z,2014,Positive,0,@ekawulanMP suka tiba2 mules padahal lagi curhat sama satpam bank muamalat,9,194,0.474,2023-02-27T06:59:23.261816Z,2191,jek___
1,2023-02-27T06:59:24.051774Z,2015,Positive,0,@masmasbiasaajai langsung disemen putih,1,195,0.386,2023-02-27T06:59:24.051774Z,2192,jek___
1,2023-02-27T06:59:24.752404Z,2016,Positive,0,@BagjaHan lu cemilin pula,4,196,0.367,2023-02-27T06:59:24.752404Z,2193,jek___
1,2023-02-27T06:59:25.415356Z,2017,Positive,0,@Lee_mouu dah jadi passion,2,197,0.355,2023-02-27T06:59:25.415356Z,2194,jek___
1,2023-02-27T06:59:26.202669Z,2018,Positive,0,@awang444 thats why ai lebih suka pake daster tinggal angkat,16,198,0.357,2023-02-27T06:59:26.202669Z,2195,jek___
1,2023-02-27T06:59:26.950707Z,2019,Positive,0,@Julianoooooooo_ lebih baik untuk kesehatan, bukan masalah kaya raya lu miskin ini,2,199,0.468,2023-02-27T06:59:26.950707Z,2196,jek___
