"id","annotations__id","annotations__completed_by","annotations__result__value__choices__-","annotations__result__id","annotations__result__from_name","annotations__result__to_name","annotations__result__type","annotations__result__origin","annotations__was_cancelled","annotations__ground_truth","annotations__created_at","annotations__updated_at","annotations__lead_time","annotations__result_count","annotations__task","annotations__project","annotations__parent_prediction","annotations__parent_annotation","file_upload","data__Unnamed: 0","data__id","data__username","data__text","data__retweet_count","data__like_count","data__created_at","created_at","updated_at","inner_id","total_annotations","cancelled_annotations","total_predictions","comment_count","unresolved_comment_count","last_comment_updated_at","project","updated_by"
"2451","2276","1","Positive","0YDj8CvQdM","sentiment","text","choices","manual","False","False","2023-02-27T11:56:01.796979Z","2023-02-27T11:56:01.796979Z","1.325","0","2451","19","null","null","5d4119fc-humandsuperboy.csv","54","1618315201161596928","dsuperboy","Kamu belum tidur juga?","158","2010","2023-01-25 18:29:45+00:00","2023-02-27T07:11:57.943070Z","2023-02-27T11:56:01.889696Z","55","1","0","0","0","0","null","19","1"
"2452","2277","1","Negative","lC9Q9ClTfb","sentiment","text","choices","manual","False","False","2023-02-27T11:56:03.865332Z","2023-02-27T11:56:03.865332Z","1.339","0","2452","19","null","null","5d4119fc-humandsuperboy.csv","55","1618254728651247619","dsuperboy","Belajar demi mengisi masa mudamu sebaik-baiknya. Nikmati petualangan-petualangan terbaik dalam pikiranmu. Rayakan h… https://t.co/Z6OYlGcVuO","480","1894","2023-01-25 14:29:27+00:00","2023-02-27T07:11:57.943070Z","2023-02-27T11:56:03.997775Z","56","1","0","0","0","0","null","19","1"
"2453","2278","1","Negative","wL4js2hhZb","sentiment","text","choices","manual","False","False","2023-02-27T11:56:06.845939Z","2023-02-27T11:56:06.845939Z","2.303","0","2453","19","null","null","5d4119fc-humandsuperboy.csv","56","1618214044133109760","dsuperboy","terbit februari 2023. https://t.co/H2nyoXBkhj","513","2004","2023-01-25 11:47:47+00:00","2023-02-27T07:11:57.943070Z","2023-02-27T11:56:06.956514Z","57","1","0","0","0","0","null","19","1"
"2454","2279","1","Negative","dw3x1o2ZmZ","sentiment","text","choices","manual","False","False","2023-02-27T12:00:00.557807Z","2023-02-27T12:00:00.557807Z","233.068","0","2454","19","null","null","5d4119fc-humandsuperboy.csv","57","1618210390625906689","dsuperboy","@hadixalwi Trobos aja bangsat. Singkatnya, gitu kira-kira, pren.","1","15","2023-01-25 11:33:16+00:00","2023-02-27T07:11:57.943070Z","2023-02-27T12:00:00.654958Z","58","1","0","0","0","0","null","19","1"
"2455","2280","1","Positive","9f0t0wfxr5","sentiment","text","choices","manual","False","False","2023-02-27T12:00:04.874297Z","2023-02-27T12:00:04.874297Z","3.693","0","2455","19","null","null","5d4119fc-humandsuperboy.csv","58","1618204178257678336","dsuperboy","Aku akan tetap menikmati arus hidup ini, akan tetap mengejar yang aku mau, meski menurutmu semua ini sia-sia saja.","724","2529","2023-01-25 11:08:35+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:00:04.994969Z","59","1","0","0","0","0","null","19","1"
"2456","2281","1","Negative","tiJ7fEACV4","sentiment","text","choices","manual","False","False","2023-02-27T12:00:07.392644Z","2023-02-27T12:00:07.392644Z","1.879","0","2456","19","null","null","5d4119fc-humandsuperboy.csv","59","1618200854506663938","dsuperboy","Untuk diriku; kita selalu punya alasan untuk meneruskan hidup ini. Jika pun suatu hari kamu merasa tidak punya alas… https://t.co/CXeptrSAlm","4206","8586","2023-01-25 10:55:23+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:00:07.554382Z","60","1","0","0","0","0","null","19","1"
"2457","2282","1","Positive","ilT4O5Domi","sentiment","text","choices","manual","False","False","2023-02-27T12:00:51.692160Z","2023-02-27T12:00:51.692160Z","43.691","0","2457","19","null","null","5d4119fc-humandsuperboy.csv","60","1618197505317171201","dsuperboy","Sering bicara sama diri sendiri karena kadang hanya diri sendiri yang bisa jadi tempat bercerita hal-hal tertentu.","2368","6543","2023-01-25 10:42:04+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:00:52.110234Z","61","1","0","0","0","0","null","19","1"
"2458","2283","1","Negative","CHuuJM18gn","sentiment","text","choices","manual","False","False","2023-02-27T12:00:54.945605Z","2023-02-27T12:00:54.945605Z","1.977","0","2458","19","null","null","5d4119fc-humandsuperboy.csv","61","1618194285412876288","dsuperboy","Ambil jeda beberapa saat dari hal-hal yang melelahkan itu. Beri jarak  sejenak agar tidak jadi racun dalam dirimu.… https://t.co/axJMrsJ0B6","837","2348","2023-01-25 10:29:16+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:00:55.247611Z","62","1","0","0","0","0","null","19","1"
"2459","2284","1","Negative","_HAklFKRvN","sentiment","text","choices","manual","False","False","2023-02-27T12:00:57.546678Z","2023-02-27T12:00:57.546678Z","1.33","0","2459","19","null","null","5d4119fc-humandsuperboy.csv","62","1618119225553584129","dsuperboy","Masih kagum sama ikan ini. https://t.co/OJlCtB3Fkg","12","456","2023-01-25 05:31:01+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:00:58.218602Z","63","1","0","0","0","0","null","19","1"
"2460","2285","1","Negative","j406uy8Tm0","sentiment","text","choices","manual","False","False","2023-02-27T12:01:00.761795Z","2023-02-27T12:01:00.761795Z","1.404","0","2460","19","null","null","5d4119fc-humandsuperboy.csv","63","1617927628392116225","dsuperboy","laporan terlambat dari lokasi kejadian. https://t.co/CcGuhHRAuZ","9","463","2023-01-24 16:49:40+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:01.358826Z","64","1","0","0","0","0","null","19","1"
"2461","2286","1","Negative","ysyKMEznQG","sentiment","text","choices","manual","False","False","2023-02-27T12:01:04.483382Z","2023-02-27T12:01:04.483382Z","1.573","0","2461","19","null","null","5d4119fc-humandsuperboy.csv","64","1617817333439029251","dsuperboy","Di tempatmu ini namanya ikan apa? https://t.co/HxD9Sijhw7","23","860","2023-01-24 09:31:24+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:05.764756Z","65","1","0","0","0","0","null","19","1"
"2462","2287","1","Negative","g2WWVzWFb4","sentiment","text","choices","manual","False","False","2023-02-27T12:01:09.247966Z","2023-02-27T12:01:09.247966Z","1.459","0","2462","19","null","null","5d4119fc-humandsuperboy.csv","65","1617769523066851328","dsuperboy","Laporan langsung dari tempat kejadian perkara: https://t.co/iddqrUSdzg","20","813","2023-01-24 06:21:25+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:09.419088Z","66","1","0","0","0","0","null","19","1"
"2463","2288","1","Positive","fu3tkJWCeC","sentiment","text","choices","manual","False","False","2023-02-27T12:01:11.266674Z","2023-02-27T12:01:11.266674Z","1.419","0","2463","19","null","null","5d4119fc-humandsuperboy.csv","66","1617370378804002818","dsuperboy","Orang Indonesia emang ajaib. Diomelin live mandi lumpur, sekarang malah pada live mandi bola wqwqwqq bangsat ada-ada aja 🤣","335","4784","2023-01-23 03:55:22+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:11.403375Z","67","1","0","0","0","0","null","19","1"
"2464","2289","1","Positive","LMM9nEOQip","sentiment","text","choices","manual","False","False","2023-02-27T12:01:12.919075Z","2023-02-27T12:01:12.919075Z","1.042","0","2464","19","null","null","5d4119fc-humandsuperboy.csv","67","1617249183995670528","dsuperboy","Menunggu batrai hape habis, menunggu overthinking reda.","471","2965","2023-01-22 19:53:47+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:13.040307Z","68","1","0","0","0","0","null","19","1"
"2465","2290","1","Negative","VuL4e2NlmP","sentiment","text","choices","manual","False","False","2023-02-27T12:01:14.695522Z","2023-02-27T12:01:14.695522Z","1.212","0","2465","19","null","null","5d4119fc-humandsuperboy.csv","68","1617248437225017345","dsuperboy","Selama ini yang ngedukungmu kan juga orang-orang asing. Apa yang kamu bikin, karya-karyamu diapresiasi orang asing.… https://t.co/cT5m27suHB","108","1217","2023-01-22 19:50:49+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:14.822815Z","69","1","0","0","0","0","null","19","1"
"2466","2291","1","Negative","KSPhKDDgdd","sentiment","text","choices","manual","False","False","2023-02-27T12:01:16.593619Z","2023-02-27T12:01:16.593619Z","1.286","0","2466","19","null","null","5d4119fc-humandsuperboy.csv","69","1617146946183131138","dsuperboy","Sudah lama tidak, sudah saatnya diulang. https://t.co/OwoNH5mCMJ","4","213","2023-01-22 13:07:31+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:16.734851Z","70","1","0","0","0","0","null","19","1"
"2467","2292","1","Positive","KhoIVGl0Vd","sentiment","text","choices","manual","False","False","2023-02-27T12:01:19.482712Z","2023-02-27T12:01:19.482712Z","2.254","0","2467","19","null","null","5d4119fc-humandsuperboy.csv","70","1617124335583637505","dsuperboy","Sudah lama tidak memancing ikan. Besok akan pergi memancing ikan dan semoga dapat banyak.","20","723","2023-01-22 11:37:40+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:19.586581Z","71","1","0","0","0","0","null","19","1"
"2468","2293","1","Positive","CUgSratkwA","sentiment","text","choices","manual","False","False","2023-02-27T12:01:20.971260Z","2023-02-27T12:01:20.971260Z","0.978","0","2468","19","null","null","5d4119fc-humandsuperboy.csv","71","1616795275926073350","dsuperboy","Makin dewasa kadang bekerja bukan soal mengikuti suasana hati, tapi bekerja karena tahu diri.","1391","5282","2023-01-21 13:50:07+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:21.094385Z","72","1","0","0","0","0","null","19","1"
"2469","2294","1","Positive","RAz5AXAvsT","sentiment","text","choices","manual","False","False","2023-02-27T12:01:23.552326Z","2023-02-27T12:01:23.556324Z","2.088","0","2469","19","null","null","5d4119fc-humandsuperboy.csv","72","1616739520141221889","dsuperboy","Sampai kapan sembunyi dengan topeng orang asing?","456","3882","2023-01-21 10:08:33+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:23.658570Z","73","1","0","0","0","0","null","19","1"
"2470","2295","1","Positive","Onterx7lMS","sentiment","text","choices","manual","False","False","2023-02-27T12:01:25.434289Z","2023-02-27T12:01:25.434289Z","1.376","0","2470","19","null","null","5d4119fc-humandsuperboy.csv","73","1616708927634444289","dsuperboy","@tanyarlfes Nder, lepasin cowok itu. Dia berhak bahagia tanpa kamu.","161","2869","2023-01-21 08:07:00+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:25.570323Z","74","1","0","0","0","0","null","19","1"
"2471","2296","1","Positive","k9i1bc0VnK","sentiment","text","choices","manual","False","False","2023-02-27T12:01:27.668277Z","2023-02-27T12:01:27.668277Z","1.474","0","2471","19","null","null","5d4119fc-humandsuperboy.csv","74","1616707565936857092","dsuperboy","Kamu kangen ya sama dirimu sendiri?","12986","44834","2023-01-21 08:01:35+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:27.797651Z","75","1","0","0","0","0","null","19","1"
"2472","2297","1","Negative","Qpzvr15eZy","sentiment","text","choices","manual","False","False","2023-02-27T12:01:29.780199Z","2023-02-27T12:01:29.780199Z","1.472","0","2472","19","null","null","5d4119fc-humandsuperboy.csv","75","1616427292863115264","dsuperboy","setiap malam \nkau tidur di kasur\ntapi kau selalu\nmerasa tenggelam\n\nkau merasa kasur\nmenelanmu bulat\nkau merasa warn… https://t.co/3OFsMlWl1S","175","1443","2023-01-20 13:27:53+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:29.921100Z","76","1","0","0","0","0","null","19","1"
"2473","2298","1","Negative","3GMOsdHqk1","sentiment","text","choices","manual","False","False","2023-02-27T12:01:31.776176Z","2023-02-27T12:01:31.776176Z","1.332","0","2473","19","null","null","5d4119fc-humandsuperboy.csv","76","1616400801555173382","dsuperboy","https://t.co/7gw9w5KGG7","1401","6884","2023-01-20 11:42:37+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:31.913165Z","77","1","0","0","0","0","null","19","1"
"2474","2299","1","Positive","apIeiL4_ny","sentiment","text","choices","manual","False","False","2023-02-27T12:01:34.521489Z","2023-02-27T12:01:34.521489Z","2.232","0","2474","19","null","null","5d4119fc-humandsuperboy.csv","77","1616380837515382785","dsuperboy","Sebatas sayang lalu menghilang. Seolah memiliki padahal hanya ilusi.","1077","4782","2023-01-20 10:23:17+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:34.663072Z","78","1","0","0","0","0","null","19","1"
"2475","2300","1","Positive","X0jlFnD3_G","sentiment","text","choices","manual","False","False","2023-02-27T12:01:36.844453Z","2023-02-27T12:01:36.844453Z","1.763","0","2475","19","null","null","5d4119fc-humandsuperboy.csv","78","1616176338041475074","dsuperboy","Tidurlah. Udah mau pagi.","290","2769","2023-01-19 20:50:40+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:36.980571Z","79","1","0","0","0","0","null","19","1"
"2476","2301","1","Positive","vtzAX6BcPF","sentiment","text","choices","manual","False","False","2023-02-27T12:01:38.738007Z","2023-02-27T12:01:38.738007Z","1.247","0","2476","19","null","null","5d4119fc-humandsuperboy.csv","79","1616163970754449408","dsuperboy","Menggeser jam kerja ke larut malam biar bisa tidur pagi.","61","867","2023-01-19 20:01:32+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:38.881966Z","80","1","0","0","0","0","null","19","1"
"2477","2302","1","Neutral","FXtr1GyE_j","sentiment","text","choices","manual","False","False","2023-02-27T12:01:44.666026Z","2023-02-27T12:01:44.666026Z","5.343","0","2477","19","null","null","5d4119fc-humandsuperboy.csv","80","1616125370331459584","dsuperboy","@tvkang_baper 🫣","1","73","2023-01-19 17:28:09+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:44.791433Z","81","1","0","0","0","0","null","19","1"
"2478","2303","1","Negative","Dqgy5jfolQ","sentiment","text","choices","manual","False","False","2023-02-27T12:01:46.825161Z","2023-02-27T12:01:46.825161Z","1.554","0","2478","19","null","null","5d4119fc-humandsuperboy.csv","81","1616117877899407361","dsuperboy","Kau mungkin bisa menciptakan atap dan tembok untuk menghentikan laju air. Tapi kau tidak pernah bisa menghilangkan… https://t.co/jbXjNwmVSb","273","1548","2023-01-19 16:58:22+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:46.955475Z","82","1","0","0","0","0","null","19","1"
"2479","2304","1","Negative","_o592igT1h","sentiment","text","choices","manual","False","False","2023-02-27T12:01:49.543892Z","2023-02-27T12:01:49.543892Z","2.175","0","2479","19","null","null","5d4119fc-humandsuperboy.csv","82","1616027426081107968","dsuperboy","Bahkan yang mandi lumpur juga diundang ke televisi nasional. Apa yang mau diharapkan dari fenomena ini di televisi?… https://t.co/lijALG0VEQ","24","340","2023-01-19 10:58:57+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:49.632844Z","83","1","0","0","0","0","null","19","1"
"2480","2305","1","Negative","CZ61qoU-MB","sentiment","text","choices","manual","False","False","2023-02-27T12:01:51.273813Z","2023-02-27T12:01:51.273813Z","1.24","0","2480","19","null","null","5d4119fc-humandsuperboy.csv","83","1616026666433933312","dsuperboy","Yang bisa menegur platform itu ya pemerintah. Seperti yang pernah dilakukan sebelumnya dan cukup efektif. Mereka pu… https://t.co/z5UMZgq4oZ","11","304","2023-01-19 10:55:56+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:51.409165Z","84","1","0","0","0","0","null","19","1"
"2481","2306","1","Negative","GdHZO3T_zk","sentiment","text","choices","manual","False","False","2023-02-27T12:01:53.104995Z","2023-02-27T12:01:53.104995Z","1.144","0","2481","19","null","null","5d4119fc-humandsuperboy.csv","84","1616025626699517953","dsuperboy","Aplikasi yang menyediakan dan membiarkan konten live mandi lumpur di platformnya, berarti sengaja membiarkan hal it… https://t.co/ZoEMOjRD3s","56","797","2023-01-19 10:51:48+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:01:53.243106Z","85","1","0","0","0","0","null","19","1"
"2482","2307","1","Positive","eCC0BMn9OP","sentiment","text","choices","manual","False","False","2023-02-27T12:02:03.326981Z","2023-02-27T12:02:03.326981Z","9.566","0","2482","19","null","null","5d4119fc-humandsuperboy.csv","85","1615765731685306370","dsuperboy","@idakrswr_ No debat","0","12","2023-01-18 17:39:04+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:02:03.445887Z","86","1","0","0","0","0","null","19","1"
"2483","2308","1","Negative","TGZseF5pGx","sentiment","text","choices","manual","False","False","2023-02-27T12:02:05.200931Z","2023-02-27T12:02:05.200931Z","1.197","0","2483","19","null","null","5d4119fc-humandsuperboy.csv","86","1615765378898219010","dsuperboy","@milkychocollate https://t.co/zaBFbXZCXh","1","88","2023-01-18 17:37:40+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:02:05.302439Z","87","1","0","0","0","0","null","19","1"
"2484","2309","1","Positive","MKbWj61XS7","sentiment","text","choices","manual","False","False","2023-02-27T12:02:07.353244Z","2023-02-27T12:02:07.353244Z","1.58","0","2484","19","null","null","5d4119fc-humandsuperboy.csv","87","1615764984784637952","dsuperboy","Semua gorengan bisa dimakan pakai nasi. No debat.","481","5566","2023-01-18 17:36:06+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:02:07.434641Z","88","1","0","0","0","0","null","19","1"
"2485","2310","1","Negative","C4TdsKMMT9","sentiment","text","choices","manual","False","False","2023-02-27T12:02:09.252567Z","2023-02-27T12:02:09.252567Z","1.222","0","2485","19","null","null","5d4119fc-humandsuperboy.csv","88","1615738641829236741","dsuperboy","Menu rangkap. https://t.co/9IlyS0fOSX","24","1169","2023-01-18 15:51:25+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:02:09.356072Z","89","1","0","0","0","0","null","19","1"
"2486","2311","1","Negative","9SXoWcKfY3","sentiment","text","choices","manual","False","False","2023-02-27T12:02:11.477173Z","2023-02-27T12:02:11.478284Z","1.594","0","2486","19","null","null","5d4119fc-humandsuperboy.csv","89","1615705517913169920","dsuperboy","Selamat buat yang sudah masuk tahap dewasa mulai tidak meminta uang orangtua lagi. Selamat menikmati hidup dari aro… https://t.co/g5DVpLIDNt","2587","9101","2023-01-18 13:39:48+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:02:11.600257Z","90","1","0","0","0","0","null","19","1"
"2487","2312","1","Positive","H7yLu7azHG","sentiment","text","choices","manual","False","False","2023-02-27T12:02:13.814431Z","2023-02-27T12:02:13.814431Z","1.708","0","2487","19","null","null","5d4119fc-humandsuperboy.csv","90","1615704389595074560","dsuperboy","Selain jadi fotografer pribadi, sekarang tugas cowok nambah lagi, jadi cctv pribadi. Ini siapa yang bikin trend sih.","40","761","2023-01-18 13:35:19+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:02:13.970614Z","91","1","0","0","0","0","null","19","1"
"2488","2313","1","Positive","CnWEvs8YC4","sentiment","text","choices","manual","False","False","2023-02-27T12:02:16.725770Z","2023-02-27T12:02:16.725770Z","2.199","0","2488","19","null","null","5d4119fc-humandsuperboy.csv","91","1615700630840176640","dsuperboy","""Namamu Bahagia kan?\n""Iya, kenapa?""\n""Itulah alasan kupilih kamu.""\n""Tapi nama panjangku masih ada.""\n""Apa?""\n""Bahagia Jika Tidak Denganmu.""","184","1658","2023-01-18 13:20:23+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:02:16.866093Z","92","1","0","0","0","0","null","19","1"
"2489","2314","1","Positive","VfGi3ZYgEo","sentiment","text","choices","manual","False","False","2023-02-27T12:02:19.354193Z","2023-02-27T12:02:19.354193Z","1.857","0","2489","19","null","null","5d4119fc-humandsuperboy.csv","92","1615698010809438208","dsuperboy","Tidak semua nasihat di internet cocok untukmu. Pilih-pilih juga lah. Biar nggak makin stress.","608","2710","2023-01-18 13:09:58+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:02:19.508825Z","93","1","0","0","0","0","null","19","1"
"2490","2315","1","Negative","8mEq4sBRV9","sentiment","text","choices","manual","False","False","2023-02-27T12:02:21.468352Z","2023-02-27T12:02:21.468352Z","1.355","0","2490","19","null","null","5d4119fc-humandsuperboy.csv","93","1615676212663447553","dsuperboy","Kita yang paling tahu siapa diri kita itu harus dimulai dengan sadar diri dulu. Kalau enggak sadar diri, biasanya k… https://t.co/AwIuzZgLRT","739","2528","2023-01-18 11:43:21+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:02:21.564843Z","94","1","0","0","0","0","null","19","1"
"2491","2316","1","Positive","0rVsoxErZq","sentiment","text","choices","manual","False","False","2023-02-27T12:29:14.170310Z","2023-02-27T12:29:14.170310Z","3.119","0","2491","19","null","null","5d4119fc-humandsuperboy.csv","94","1615656400889192450","dsuperboy","Kayaknya semut ngerti deh apa yang aku omongin.","312","2366","2023-01-18 10:24:38+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:29:14.271247Z","95","1","0","0","0","0","null","19","1"
"2492","2317","1","Positive","JwQmcw0Iel","sentiment","text","choices","manual","False","False","2023-02-27T12:29:17.364223Z","2023-02-27T12:29:17.364223Z","2.594","0","2492","19","null","null","5d4119fc-humandsuperboy.csv","95","1615628201375731713","dsuperboy","~ Kamu mau nggak hidup susah sama aku?\n\n+ Nggak. Kamu aja sendiri. Aku udah alumni.","596","2952","2023-01-18 08:32:34+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:29:17.491999Z","96","1","0","0","0","0","null","19","1"
"2493","2318","1","Positive","hvMWVLhoxw","sentiment","text","choices","manual","False","False","2023-02-27T12:29:19.046442Z","2023-02-27T12:29:19.046442Z","1.009","0","2493","19","null","null","5d4119fc-humandsuperboy.csv","96","1615624885971324928","dsuperboy","~ Mau nggak hidup susah sama aku?\n\n+ Nggak, dari dulu udah hidup susah soalnya. Masa susah terus?","243","1289","2023-01-18 08:19:24+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:29:19.197412Z","97","1","0","0","0","0","null","19","1"
"2494","2319","1","Positive","bpKcsv2k7c","sentiment","text","choices","manual","False","False","2023-02-27T12:43:54.162024Z","2023-02-27T12:51:04.366901Z","31.602999999999998","0","2494","19","null","null","5d4119fc-humandsuperboy.csv","97","1615620998983999488","dsuperboy","Terima kasih kreator tutorial di youtube. Jasamu abadi.","30","515","2023-01-18 08:03:57+00:00","2023-02-27T07:11:57.954099Z","2023-02-27T12:51:04.490260Z","98","1","0","0","0","0","null","19","1"
"2495","2320","1","Neutral","ZZdIBt3phN","sentiment","text","choices","manual","False","False","2023-02-27T12:43:56.955967Z","2023-02-27T12:43:56.955967Z","2.087","0","2495","19","null","null","5d4119fc-humandsuperboy.csv","98","1615618553666994176","dsuperboy","@tanyakanrl 🐇","3","278","2023-01-18 07:54:14+00:00","2023-02-27T07:11:57.958617Z","2023-02-27T12:43:57.058716Z","99","1","0","0","0","0","null","19","1"
"2496","2321","1","Positive","SIpJarfvHY","sentiment","text","choices","manual","False","False","2023-02-27T12:43:59.280186Z","2023-02-27T12:43:59.280186Z","1.776","0","2496","19","null","null","5d4119fc-humandsuperboy.csv","99","1615447021997158401","dsuperboy","Ngapain sih orang-orang dini hari malah mikirin impian? Aneh banget. Bukannya tidur, malah mikir. Nggak bosan apa.","162","1685","2023-01-17 20:32:38+00:00","2023-02-27T07:11:57.958617Z","2023-02-27T12:43:59.378709Z","100","1","0","0","0","0","null","19","1"
"2497","2322","1","Negative","7qXa6nrO9V","sentiment","text","choices","manual","False","False","2023-02-27T12:44:01.439897Z","2023-02-27T12:44:01.439897Z","1.603","0","2497","19","null","null","5d4119fc-humandsuperboy.csv","100","1615360973518573574","dsuperboy","@tanyakanrl Kalau saat ini kayaknya enggak dulu sih. Karena lagi capek sama banyak hal. Belum siap merespons hal-ha… https://t.co/9LPf9BCEMs","100","1126","2023-01-17 14:50:42+00:00","2023-02-27T07:11:57.958617Z","2023-02-27T12:44:01.538957Z","101","1","0","0","0","0","null","19","1"
"2498","2323","1","Negative","8UYIL_NHyZ","sentiment","text","choices","manual","False","False","2023-02-27T12:44:03.840932Z","2023-02-27T12:44:03.840932Z","1.886","0","2498","19","null","null","5d4119fc-humandsuperboy.csv","101","1615359062539137024","dsuperboy","@sayurnuss S1 gue kuliah sambil kerja (ditambah biaya orangtua), kuliah lanjutannya, gue kuliah dengan biaya sendir… https://t.co/glAJ6isN2b","0","9","2023-01-17 14:43:07+00:00","2023-02-27T07:11:57.958617Z","2023-02-27T12:44:03.939965Z","102","1","0","0","0","0","null","19","1"
"2499","2324","1","Positive","LJDjlD0E1B","sentiment","text","choices","manual","False","False","2023-02-27T12:44:11.740152Z","2023-02-27T12:44:11.740152Z","7.358","0","2499","19","null","null","5d4119fc-humandsuperboy.csv","102","1615357423187038209","dsuperboy","Uang memang penting, tapi melakukan pekerjaan yang memang kau cintai adalah nikmat hidup.","814","3241","2023-01-17 14:36:36+00:00","2023-02-27T07:11:57.958617Z","2023-02-27T12:44:11.841360Z","103","1","0","0","0","0","null","19","1"
"2500","2325","1","Positive","7fL7ItEmK2","sentiment","text","choices","manual","False","False","2023-02-27T12:44:14.792253Z","2023-02-27T12:44:14.792253Z","2.558","0","2500","19","null","null","5d4119fc-humandsuperboy.csv","103","1615330159854485504","dsuperboy","Coba bantu jawab.","1","33","2023-01-17 12:48:16+00:00","2023-02-27T07:11:57.958617Z","2023-02-27T12:44:14.939655Z","104","1","0","0","0","0","null","19","1"
"2501","2326","1","Negative","Hchx5IkLB5","sentiment","text","choices","manual","False","False","2023-02-27T12:44:16.692574Z","2023-02-27T12:44:16.692574Z","1.269","0","2501","19","null","null","5d4119fc-humandsuperboy.csv","104","1615330062441775107","dsuperboy","Kamu masih suka pakai pin peniti seperti ini kah? https://t.co/n8a1Dwc9CA","6","165","2023-01-17 12:47:52+00:00","2023-02-27T07:11:57.958617Z","2023-02-27T12:44:16.794379Z","105","1","0","0","0","0","null","19","1"
"2502","2327","1","Neutral","rM0htY3FpY","sentiment","text","choices","manual","False","False","2023-02-27T12:44:19.169291Z","2023-02-27T12:44:19.169291Z","1.716","0","2502","19","null","null","5d4119fc-humandsuperboy.csv","105","1615310004218920961","dsuperboy","@merdisupergiant 🙏🏻","0","0","2023-01-17 11:28:10+00:00","2023-02-27T07:11:57.958617Z","2023-02-27T12:44:19.295445Z","106","1","0","0","0","0","null","19","1"
"2503","2328","1","Negative","TEtu_FJ9wC","sentiment","text","choices","manual","False","False","2023-02-27T12:44:20.843656Z","2023-02-27T12:44:20.843656Z","1.143","0","2503","19","null","null","5d4119fc-humandsuperboy.csv","106","1615298875644055553","dsuperboy","Kalau yakin kamu adalah penulis yang patut diperhitungkan. Kamu yakin kamu adalah penulis yang layak diapresiasi. T… https://t.co/vDGAYtl5vt","46","371","2023-01-17 10:43:57+00:00","2023-02-27T07:11:57.958617Z","2023-02-27T12:44:20.991097Z","107","1","0","0","0","0","null","19","1"
"2504","2329","1","Negative","QTQ_LYiT51","sentiment","text","choices","manual","False","False","2023-02-27T12:44:22.561296Z","2023-02-27T12:44:22.561296Z","1.04","0","2504","19","null","null","5d4119fc-humandsuperboy.csv","107","1615298256967467008","dsuperboy","Tidak perlu ribut hanya karena ada fenomena buku yang menurutmu nggak seleramu tapi terbit. Di industri kita hal be… https://t.co/BIXVfYacz6","14","279","2023-01-17 10:41:29+00:00","2023-02-27T07:11:57.958617Z","2023-02-27T12:44:22.708992Z","108","1","0","0","0","0","null","19","1"
